gene_name,CD34 shRNA SC,CD34 shRNA HRI 1,CD34 shRNA HRI 2,HUDEP2_nontargeting_sgRNA_undifferentiated_rep1,HUDEP2_HRI_sgRNA5_undifferentiated_rep1,HUDEP2_nontargeting_sgRNA_undifferentiated_rep2,HUDEP2_HRI_sgRNA5_undifferentiated_rep2,HUDEP2_nontargeting_sgRNA_differentiated_rep1,HUDEP2_HRI_sgRNA5_differentiated_rep1,HUDEP2_nontargeting_sgRNA_differentiated_rep2,HUDEP2_HRI_sgRNA5_differentiated_rep2
LOC101928775,10,0,4,3,4,0,0,8,0,4,1
DHFR,11387,2597,6690,10968,12243,12613,12902,12813,14154,13983,17064
SRGAP3-AS2,0,0,3,0,1,0,3,3,1,0,0
SAPCD1,10,0,0,0,6,6,2,0,1,2,6
RGL2,75,60,138,80,99,76,111,97,101,101,93
HCG23,2,0,0,0,0,0,0,1,0,0,0
GABRG3-AS1,0,0,0,0,0,0,0,0,1,0,0
SPATA13,4,0,0,1,0,0,0,3,4,0,0
LINC02577,57,25,50,16,13,23,15,26,17,31,37
BAG6,60,58,194,207,222,310,215,231,271,370,347
HCG20,0,2,3,1,0,0,0,0,0,5,0
WEE2-AS1,41,17,38,10,7,9,4,27,16,25,8
LINC00954,86,49,109,70,78,68,60,99,115,116,121
NLGN4Y-AS1,2,4,3,5,0,6,3,0,0,7,5
HCG22,20,2,8,0,0,0,2,0,7,0,0
LINC01128,877,1417,1894,486,598,407,417,1719,1887,1813,2125
LINC01939,0,1,1,2,0,0,3,1,7,2,2
LOC100131635,1,4,21,0,0,0,0,4,10,1,9
LAMA5-AS1,1,7,10,3,0,1,1,0,5,0,0
HLA-DQB2,0,0,3,2,1,0,0,0,0,0,0
MIR4500HG,12,25,23,7,9,18,24,25,23,18,5
CT45A5,9,0,0,3,0,0,0,0,5,0,8
PIK3IP1-AS1,14,25,15,21,19,21,14,23,39,47,38
PCDH9-AS2,0,0,0,0,0,0,0,0,0,3,8
TNF,0,0,0,0,0,0,0,0,0,0,0
NEGR1-IT1,0,4,0,0,0,0,0,0,0,0,0
NRM,15,4,6,22,24,31,28,8,10,9,8
USP17L30,0,0,0,0,0,0,0,0,0,0,0
LY6G6C,0,0,1,0,0,0,0,0,0,0,0
NRM,15,4,6,22,24,31,28,8,10,9,8
CSNK2B,24,19,30,21,26,18,35,28,29,29,37
TRIM26,28,0,0,50,75,57,119,3,2,9,1
LY6G5C,0,7,4,1,2,4,4,19,7,12,21
LINC01428,3,0,0,1,0,0,0,0,0,0,0
UBAC2-AS1,42,15,47,34,60,68,69,21,16,25,9
TTTY21,0,0,1,0,0,0,0,0,0,0,0
AGPAT1,0,0,0,0,0,0,1,0,7,0,0
SKIV2L,339,173,307,459,540,557,465,469,346,429,389
RNF5,313,225,553,394,448,452,502,637,692,749,753
LINC01803,7,0,0,0,0,0,0,0,0,0,0
UBD,0,0,0,0,0,0,0,0,0,0,0
LINC01344,103,43,141,79,79,74,108,77,80,85,88
TSPY3,0,1,3,0,0,0,0,2,7,2,0
LINC01690,0,3,0,0,0,1,0,1,0,0,6
HCG23,2,0,0,0,0,0,0,1,0,0,0
HLA-B,42,12,75,1,0,0,0,0,3,0,0
LOC100996635,5,6,7,9,5,10,5,10,12,8,3
OR2W1,0,0,0,0,0,0,1,0,1,0,0
TNF,0,0,0,0,0,2,0,0,1,0,0
LINC01205,91,72,106,55,49,68,66,82,111,75,104
HLA-DRA,6,2,1,0,0,0,0,0,0,0,2
HNF4A-AS1,56,89,99,9,3,5,4,10,21,9,17
TRIM27,672,584,1458,3977,4432,4093,3874,1303,1171,1286,1229
TMPRSS11GP,0,0,0,0,0,0,0,4,4,14,4
LINC01038,0,0,0,0,0,0,0,0,0,0,0
LOC100506790,0,0,0,1,0,2,0,1,0,0,0
HSFY1P1,0,0,0,0,0,0,0,2,0,0,4
LOC101927159,1,0,0,1,0,0,0,1,6,0,0
LINC01788,0,0,0,2,3,5,8,2,6,8,2
LOC101927482,117,36,73,3,2,27,32,2,2,3,2
AGER,39,80,107,31,30,28,22,125,173,123,158
ATAT1,24,6,19,29,31,38,37,24,13,22,5
PRRT1,20,6,54,7,19,3,7,14,28,16,30
HLA-DRB1,0,0,1,0,0,2,0,0,0,0,0
SLC44A4,2,4,0,2,0,1,2,2,4,2,2
LINC01548,8,0,0,0,0,0,0,0,0,0,0
POU5F1,0,0,0,0,1,0,0,0,0,0,0
LOC101928739,14,14,4,0,0,1,4,10,18,8,38
ASTN2-AS1,10,0,11,16,5,4,6,2,0,1,3
MED4-AS1,9,6,13,12,15,31,29,18,37,19,11
RPL41,21467,9424,17795,39244,41307,39477,39347,17284,15717,19430,16577
VIM-AS1,45,14,28,343,320,356,331,6,5,3,1
OR2H1,0,2,0,0,0,0,0,0,0,0,0
CCDC26,32,0,1,3,3,4,2,0,0,0,0
EPHA1-AS1,67,58,56,27,22,29,39,48,35,36,73
KCNQ5-AS1,0,0,0,19,23,19,22,0,6,0,4
LINC00243,17,98,55,0,3,0,0,0,0,0,0
LINC00382,2,0,0,5,0,0,0,0,0,0,3
SAPCD1,21,1,21,5,13,10,2,0,27,8,21
GS1-124K5.11,490,411,624,339,366,379,352,507,604,557,665
OR12D3,0,0,0,0,0,0,0,0,0,0,0
PGA4,2,13,6,3,2,7,2,6,8,3,6
OR2H2,0,0,0,0,0,0,0,0,0,0,0
PRR3,60,10,68,96,81,65,84,62,74,48,37
LINC00200,1,0,0,4,0,0,0,3,0,0,3
LOC101929479,21,16,15,13,0,9,0,14,2,4,10
LINC00242,2,0,0,4,0,0,1,1,1,2,0
HLA-A,214,341,541,21,10,11,22,47,70,51,76
TRIM31-AS1,0,0,0,0,0,0,0,0,0,0,0
LINC00582,4,3,0,0,3,4,3,0,0,2,3
TTTY10,85,159,237,0,1,14,2,113,157,98,107
LINC00710,3,0,0,0,3,0,0,1,1,0,2
LINC01981,0,0,0,0,0,0,0,3,0,1,2
HLA-E,226,185,213,126,136,215,195,51,13,49,27
ZBTB22,12,0,140,36,31,37,26,119,93,121,127
LOC102723727,0,0,0,0,0,3,2,4,1,0,0
LOC101928994,13,2,18,2,8,13,13,8,9,9,20
LOC101928103,684,368,571,335,216,375,334,462,598,444,442
LOC105375009,0,0,0,1,2,0,0,0,0,0,0
DPCR1,0,0,11,0,0,1,0,0,0,0,0
RFPL4AL1,0,9,2,2,0,0,2,0,0,0,0
HLA-DPB1,0,0,1,0,0,4,1,4,3,2,0
C6orf48,296,125,328,360,347,454,521,232,321,326,328
LINC00459,0,0,0,0,0,0,0,0,0,0,0
LOC101927827,52,0,0,31,32,20,36,30,19,12,27
ORM1,0,0,1,0,1,0,0,1,0,0,1
MCHR2-AS1,0,0,0,0,0,0,0,0,0,0,0
DLEU1-AS1,1,0,0,0,0,0,1,0,0,0,0
LOC102031319,40,37,26,18,27,11,35,57,44,25,43
OR2W1,0,0,0,0,0,0,1,0,1,0,0
TNXB,0,0,0,17,0,0,0,2,31,17,0
TRIM10,3,7,44,2,41,9,15,1109,1594,1191,1854
TNXB,463,191,771,33,93,64,4,234,113,55,156
LRRC3-AS1,0,0,0,0,0,0,0,1,4,0,0
PIN1P1,4,0,0,0,0,0,0,0,0,0,0
NELFE,142,167,274,211,277,300,308,386,337,432,374
SZT2-AS1,2,0,4,0,3,0,2,0,2,1,0
LOC101927000,4,0,0,1,0,3,0,0,0,0,0
TRIM10,0,5,0,1,0,0,3,0,0,0,0
LINC01015,0,0,0,0,0,0,0,0,0,0,0
LOC101927987,0,5,0,0,0,0,0,3,0,0,0
LINC01715,102,44,52,49,56,72,63,38,47,30,35
HLA-DRB6,10,0,0,2,0,0,0,4,1,0,2
DAXX,0,0,0,0,0,0,0,3,0,0,0
MIR5689HG,29,17,19,17,15,12,29,24,13,37,16
LINC00858,10,3,0,0,0,0,0,3,0,12,0
OR2H1,0,2,0,0,0,0,0,0,0,0,0
OR10C1,0,0,0,0,0,0,0,0,0,0,0
KCNQ1-AS1,0,2,0,0,0,0,0,0,1,0,0
SFTA3,4,2,0,0,0,3,0,1,0,0,0
RALGAPA1P1,101,74,188,160,199,199,191,131,161,171,172
LOC101927745,128,39,97,55,84,95,65,46,105,55,96
C6orf15,0,0,0,0,0,0,0,0,0,0,0
LINC02069,24,19,17,23,24,19,16,16,17,17,31
LOC101929592,45,56,98,25,26,31,34,57,84,37,79
LOC107986703,22,0,0,0,0,4,2,4,4,0,7
SPINK8,0,0,0,0,0,1,0,0,2,0,0
LINC01789,9,0,0,0,0,2,3,2,1,6,1
GNL1,37,14,55,144,255,237,312,179,108,115,84
PATL2,185,147,447,52,57,65,70,82,70,85,120
PRRT1,13,6,12,3,1,3,1,9,13,8,24
LOC105373191,28,19,11,6,5,2,17,10,25,16,37
HLA-DQB2,0,0,0,1,0,0,0,0,0,0,0
LOC101927948,0,1,0,0,0,1,0,0,0,0,0
DDX39B,685,411,901,1328,1282,1356,1262,1100,1255,1141,1308
HCG22,0,0,0,0,0,0,0,0,0,0,0
BAG6,261,713,638,117,118,90,54,284,96,389,184
LOC101928696,34,23,63,1,12,9,6,25,26,8,68
LINC01739,0,0,0,2,0,0,0,2,0,0,0
NKX1-2,0,9,1,8,2,6,4,0,1,0,0
UBE2DNL,0,0,0,0,0,0,0,0,0,0,0
TSPY8,0,1,0,0,1,2,0,0,0,0,0
SACS-AS1,3,0,0,0,0,0,0,5,0,3,0
LINC01204,32,48,50,29,29,30,34,49,51,37,50
LINC02264,0,0,8,0,0,0,0,1,0,0,1
PRAMEF25,1,0,0,0,0,1,0,0,0,1,0
LINC00358,0,0,0,1,0,0,0,0,3,0,0
USP17L26,0,0,3,2,6,0,0,0,3,2,0
ACVR2B-AS1,68,68,80,31,22,19,30,56,53,70,53
BTNL2,0,0,0,0,0,0,0,0,0,0,0
LINC01718,0,0,0,0,0,0,0,0,0,0,0
MBNL1-AS1,338,200,468,136,107,144,183,408,508,466,549
LINC01822,0,8,4,0,6,0,4,4,4,0,1
LINC01264,0,0,0,0,0,3,0,0,0,0,0
PRAC2,0,0,0,0,0,0,0,0,0,0,0
LINC01758,0,0,0,0,0,0,0,0,0,0,0
LINC00280,0,0,0,0,0,0,0,0,0,0,0
MYOSLID,10,3,14,6,5,0,6,6,0,2,0
LOC101927419,39,24,20,26,30,20,25,57,58,45,88
ZNRD1ASP,110,93,140,45,42,70,89,52,32,61,88
PRR20C,2,0,6,3,0,0,0,2,0,0,4
ZNF492,118,74,52,9,3,17,13,16,17,18,37
OR2H2,0,0,0,0,0,0,0,0,0,0,0
MDC1-AS1,0,0,0,0,0,0,0,1,1,0,1
TUBB,1838,407,1549,9899,11281,10495,10918,8822,8343,8772,8377
HLA-DPA1,6,0,6,0,0,0,0,0,1,0,0
SNORD56,44,23,84,18,13,26,23,35,77,63,119
ISPD-AS1,69,88,87,9,16,7,4,4,13,3,3
LINC00484,1,2,0,6,0,0,3,1,0,0,5
HLA-F,16,4,26,6,4,7,4,56,38,119,98
LOC101928009,6,3,5,0,0,0,0,0,2,0,2
LOC101929460,22,1,9,3,3,2,1,10,0,9,1
LOC100506274,5,2,2,0,3,1,0,7,8,6,0
LOC102724919,6,4,0,13,5,14,7,9,9,16,8
BTNL2,0,0,0,1,0,0,0,1,0,0,0
LINC01159,4,0,1,4,0,0,0,1,0,0,0
DDR1,0,0,0,0,0,0,0,0,0,0,0
LOC105378470,29,10,19,17,2,10,21,20,12,14,23
C2-AS1,0,0,0,0,0,2,0,0,3,0,0
UBE2Q1-AS1,26,28,46,31,14,38,26,38,54,55,76
LINC00399,3,18,5,0,3,2,0,0,0,4,0
SLC39A7,215,167,211,589,635,561,613,305,298,382,373
XIST,25,12,10,4,3,2,8,21,4,4,1
ZNF688,362,279,355,174,186,197,175,208,190,243,190
PET100,1381,1327,2194,2164,2277,2342,2322,2552,2575,2977,3067
EMX2OS,77,81,123,69,86,75,65,90,96,83,94
ARSD-AS1,9,0,0,0,2,0,0,0,0,0,0
PGA3,7,5,22,11,8,8,9,8,13,21,22
MRPS18B,182,104,203,411,466,489,451,156,133,149,133
OR2J3,0,0,0,0,0,0,0,0,0,0,0
STEAP3-AS1,207,178,291,119,102,150,141,66,78,93,101
LOC101927762,3,4,0,0,1,0,0,0,0,0,8
OGFR-AS1,7,4,23,0,8,4,2,6,7,10,10
CASC20,24,21,33,6,1,9,9,5,11,7,13
LINC01315,0,0,9,0,0,0,0,0,0,0,0
GK3P,24,3,4,15,17,22,18,9,5,4,4
LOC101929901,1,4,10,0,4,1,1,4,4,3,0
HCG23,0,0,0,0,0,0,0,0,0,0,0
DOCK9-AS1,19,1,3,24,9,23,17,0,0,2,10
KIF25-AS1,2,16,30,8,7,1,7,4,7,7,7
TRIM39,99,59,146,5,3,3,8,4,7,3,8
PRPS1L1,0,0,0,0,0,0,0,2,0,0,0
LOC105373764,0,0,0,0,0,0,0,0,0,0,0
FLJ31356,48,62,67,2,7,18,14,52,64,35,91
ZRANB2-AS2,64,8,55,18,8,18,32,33,6,40,14
IQCF3,88,51,79,37,45,34,58,84,110,56,94
TOB1-AS1,99,54,72,50,32,47,40,37,68,57,41
LINC01435,43,47,47,41,38,22,43,36,49,27,27
PPP1R18,11,29,12,51,54,106,72,9,4,3,6
LOC100287704,0,0,4,1,0,1,2,0,0,0,0
ALMS1-IT1,392,299,589,71,107,95,49,400,419,394,663
HCG14,5,4,1,0,1,2,2,4,2,1,8
ANKRD36BP2,6083,3180,6219,6106,7000,5873,6002,10935,11847,11624,12929
HLA-F-AS1,109,16,64,14,9,26,18,71,184,62,112
NHS-AS1,0,0,0,0,0,0,0,0,0,0,0
LOC101928626,147,85,547,74,49,120,71,151,170,141,121
LOC284632,25,49,39,16,17,14,13,47,19,49,60
POTEB2,7,0,0,0,0,0,0,0,0,0,0
PSMB8,187,42,68,279,256,267,328,89,65,82,51
LINC00364,4,0,1,1,0,0,0,0,0,0,0
VWA7,11,3,9,6,5,8,6,8,13,16,8
MPIG6B,16,11,9,3,2,5,1,7,7,8,2
ANKRD66,3,8,0,0,0,0,2,2,0,0,0
FAM197Y3,5,0,4,5,9,0,6,4,0,7,6
SFTA2,0,0,0,0,0,0,0,0,0,0,0
PRRT3-AS1,12,22,56,10,9,3,7,82,44,81,90
LOC101929006,0,0,0,0,0,0,0,0,0,0,0
TCERG1L-AS1,19,38,43,10,2,10,6,73,53,59,57
LINC02028,15,11,27,5,5,9,7,20,4,10,8
TNF,0,0,0,0,0,0,0,0,0,0,0
LOC101929721,0,0,0,0,1,0,0,0,0,0,0
TPRG1-AS2,11,8,7,10,5,8,3,14,3,10,3
ACBD6,1565,651,1037,2124,2376,2419,2297,678,389,793,649
FGF12-AS2,0,3,0,0,0,0,0,0,0,0,1
IER3,344,146,234,20,34,103,119,87,102,88,108
LINC01721,23,21,10,12,10,11,13,9,39,31,32
HLA-DOA,18,10,45,6,7,0,5,0,28,16,47
FLOT1,346,144,272,115,121,194,145,193,191,243,172
HOXB-AS1,105,130,156,104,114,139,103,35,51,51,69
LOC102725019,0,0,0,0,0,0,0,0,0,0,0
LINC00443,0,0,0,0,0,0,0,3,0,0,3
LINC01790,16,0,3,0,0,0,0,0,3,0,5
LINC01149,38,10,38,4,4,15,28,22,60,38,44
LINC01433,13,1,22,0,0,0,0,7,13,7,6
OR4F3,0,0,5,10,0,6,0,13,7,0,0
LOC105375556,0,8,0,0,0,0,0,0,0,0,0
LOC100133286,24,29,18,12,5,8,25,11,7,8,2
LINC01840,55,20,34,15,9,11,25,17,31,13,24
FAM92A1P2,22,15,14,17,10,16,8,23,20,4,22
TRIM26,0,0,0,0,2,3,3,10,0,6,20
LINC01753,3,0,0,0,0,0,0,0,0,0,7
HLA-E,226,185,213,126,136,215,195,51,13,49,27
NFE4,8,8,11,9,8,9,3,5,10,3,9
MIRLET7DHG,9,0,6,2,3,8,2,11,8,9,0
XXYLT1-AS2,4,12,0,7,7,6,4,3,4,0,4
LINC02525,21,0,6,4,8,0,9,7,11,6,13
LTA,0,0,0,0,0,0,0,0,0,0,1
NAALADL2-AS3,0,0,0,0,0,0,0,0,0,0,0
MSH5,134,53,140,81,68,86,61,65,94,63,78
OR5H6,0,0,0,0,0,0,0,1,0,0,0
TRIM39,99,59,146,5,3,3,8,4,7,3,8
FEZF1-AS1,0,0,0,0,1,0,0,0,3,0,10
LINC01284,7,0,0,3,0,1,0,0,5,0,0
LOC100506679,21,19,65,14,5,17,15,43,33,44,36
LINC01734,1,0,0,1,0,0,0,0,1,0,7
RNF39,3,0,0,1,7,2,0,5,0,0,3
POU5F1,0,0,0,0,1,0,0,0,0,0,0
LOC105376736,3,3,3,7,7,14,2,5,1,0,0
PPP1R18,38,0,12,0,0,0,0,9,4,3,6
CT47A8,0,0,0,0,0,0,0,0,0,0,0
TPI1P2,84,46,80,25,26,43,28,21,26,7,28
DSCR9,27,19,12,61,60,62,55,17,24,7,7
FAM41C,18,55,58,28,39,57,27,79,118,121,94
GOLGA6L17P,217,50,127,204,224,242,167,88,105,74,57
LOC100505664,4,5,0,0,6,8,2,152,72,203,79
HCP5,3,0,0,0,0,0,0,0,17,15,0
LINC01048,10,7,2,9,8,10,3,3,8,19,3
LOC101928336,241,310,245,126,146,109,138,196,218,215,273
LINC01747,12,15,26,7,10,14,17,20,38,23,45
LINC01972,17,10,20,13,5,11,9,2,5,5,5
LOC101927795,0,6,0,5,2,1,0,1,4,1,0
HLA-G,0,0,0,0,0,0,1,1,0,2,4
HLA-DQB1-AS1,0,0,0,0,0,0,0,0,0,0,0
LINC00595,46,31,61,13,10,11,8,9,27,21,60
LOC101927895,57,45,86,20,25,25,5,63,64,52,42
LOC101928098,15,5,5,9,9,7,11,13,10,7,4
USP17L25,0,0,3,2,6,0,0,0,3,2,0
LOC102724555,6,2,0,0,0,0,0,0,2,0,0
LRRC37A6P,15,8,1,4,1,19,16,6,0,5,0
LINC00276,313,246,384,242,249,286,232,257,335,285,350
LINC01381,2,17,5,0,2,5,0,7,3,7,5
ANKRD18B,3368,2117,3137,1112,1284,1328,1343,1495,903,1474,994
DDR1,2,1,0,1,4,3,3,0,0,6,0
HLA-DRB3,2,1,0,0,0,0,0,0,1,0,0
RNF39,3,0,0,1,7,2,0,5,0,0,3
ABHD16A,292,62,510,24,47,23,21,79,46,54,97
PSMG3-AS1,54,38,78,25,39,49,31,30,27,42,25
VAV3-AS1,8,0,0,0,2,0,0,0,0,0,0
OR10C1,0,0,0,0,0,0,0,0,0,0,0
PPP5D1,203,225,204,119,99,161,111,153,295,177,237
THAP7-AS1,50,36,28,20,57,32,23,28,60,24,33
AGER,16,27,38,10,11,9,22,30,51,42,71
MBD3L2,0,0,0,0,0,0,0,0,0,0,0
LINC01756,0,5,0,1,0,0,0,1,0,9,0
COL6A4P1,19,10,9,6,3,1,3,7,15,6,13
LINC01799,0,0,0,0,0,0,0,0,0,0,0
LOC100507103,9,3,5,5,3,7,24,14,17,1,8
AOAH-IT1,0,0,0,1,0,0,0,0,0,0,0
LINC00102,12,8,4,21,16,21,33,13,20,16,16
HLA-F-AS1,32,18,14,27,23,20,32,113,287,310,233
USP17L1,1,0,0,0,0,0,0,0,0,0,0
ERLNC1,0,0,0,0,0,0,0,0,0,0,0
CCDC192,6,4,9,3,1,2,3,0,0,3,0
ZNF32-AS2,15,3,11,8,11,18,20,0,0,0,0
LOC105376365,0,0,0,0,0,0,4,0,0,0,1
GTF2IRD1P1,15,3,17,4,7,4,3,12,10,2,10
FTX,2152,1841,2920,557,662,609,500,2142,2457,2138,2397
CT47A4,0,0,0,0,0,0,0,0,0,0,0
TEX48,0,0,0,0,0,0,0,0,1,0,0
HCG23,0,0,0,0,0,0,0,0,0,0,0
HM13-AS1,16,20,29,2,4,0,9,24,6,16,13
DDX39B,722,226,904,1995,2010,2180,1671,1766,1843,1923,1743
DNM3OS,57,11,21,11,21,12,9,13,10,6,10
RGPD4-AS1,199,176,245,174,168,159,174,165,267,183,203
PRB4,0,0,0,0,0,0,0,0,0,0,0
KLHL7-AS1,372,318,586,357,357,439,389,572,675,612,566
CEACAM22P,593,793,841,28,34,32,36,55,34,29,33
SETSIP,4,3,2,8,15,9,9,1,1,3,5
PSMB8,14,6,27,27,21,27,29,9,9,11,12
LINC01015,4,0,0,0,0,0,0,0,0,0,0
HLA-DQB2,0,0,0,0,1,0,0,0,0,0,0
BRD2,168,402,832,290,351,374,406,694,868,933,1057
ENO1-AS1,0,0,1,4,10,6,3,0,2,0,0
LOC105375266,0,0,0,0,0,0,0,0,0,0,0
CLIC1,11,17,11,23,99,92,18,15,166,137,192
CSNK2B,108,122,117,113,102,181,124,115,141,104,168
FBXW4P1,19,0,11,25,26,36,33,0,3,0,2
TAP1,47,32,82,7,0,22,27,27,0,28,31
HLA-DPB1,87,29,192,6,14,9,5,15,11,7,15
LINC00332,0,0,0,1,0,0,0,0,0,3,4
LOC105376480,4,2,0,6,6,2,0,2,3,0,3
LOC284798,5,0,0,2,0,0,0,1,2,0,0
HLA-DRA,11,2,0,0,0,0,0,0,0,0,2
LOC339666,15,1,12,12,27,19,8,27,22,18,19
OR5V1,0,0,0,0,0,0,0,0,0,0,0
MEIS1-AS2,13,0,0,0,0,3,0,0,1,0,0
ZNF341-AS1,0,0,0,0,0,0,0,0,0,5,0
HLA-DPB1,0,0,1,0,0,4,1,4,3,2,0
LINC01676,16,7,8,7,14,7,0,14,15,14,1
ANKRD63,0,0,0,2,0,1,0,0,0,0,0
OR11A1,5,2,2,2,0,2,3,1,2,2,3
LOC340512,1,1,0,1,0,2,0,0,0,5,4
ARHGAP26-IT1,2,0,11,0,0,0,7,0,0,7,0
LST1,0,10,18,3,2,2,2,3,0,6,15
YY2,31,2,29,52,57,80,63,10,2,1,14
FOXD3-AS1,0,6,0,0,0,0,0,4,0,5,0
SRGAP2-AS1,0,17,32,22,2,4,10,5,14,38,16
LINC01362,39,17,25,38,38,39,33,16,17,28,34
ZNF674-AS1,207,104,146,114,132,157,150,118,111,185,147
OR2J3,6,0,0,0,0,0,0,3,5,6,9
STMND1,62,26,111,71,55,52,72,59,74,53,71
LINC00486,12,2,0,5,2,0,14,0,0,1,0
MOG,0,0,0,0,0,0,9,29,0,0,56
LINC00692,24,1,10,5,12,14,8,10,40,13,28
ATP6V1G2,6,1,0,3,2,1,2,2,6,2,4
FKBPL,256,207,514,329,371,364,407,496,714,486,757
LOC101928307,7,0,0,0,0,1,0,1,6,0,1
LOC105375972,0,0,0,0,0,0,0,0,0,0,0
HAO2-IT1,4,0,0,0,0,0,0,0,0,0,0
LOC101927551,0,0,0,0,1,1,0,2,0,1,0
LINC00309,2,1,0,4,0,0,0,0,4,0,0
TMBIM7P,0,0,0,0,0,1,0,3,0,0,0
COL11A2,0,0,0,1,0,0,0,22,5,32,3
MIR205HG,37,19,34,24,30,18,45,41,43,37,27
LINC02541,0,3,0,2,0,0,0,0,1,0,0
LOC154449,0,0,0,2,0,0,0,0,0,0,0
MSH5,278,369,420,265,218,221,200,146,303,209,247
LINC01520,14,0,0,0,0,0,0,0,0,0,0
LINC02090,0,0,0,0,0,0,0,0,0,0,0
LINC00160,0,0,0,0,0,0,0,0,0,1,0
PSORS1C3,0,0,0,7,8,6,0,0,1,1,21
VARS2,120,9,15,350,298,375,276,125,44,91,164
HSBP1,1187,1198,1073,2329,2781,2899,3164,836,639,948,782
PPP1R10,551,709,803,280,344,337,343,584,684,584,687
TRIM26,0,0,0,304,175,210,241,10,0,0,1
MPIG6B,16,11,9,3,2,5,1,7,7,8,2
LOC107105282,4,0,6,3,3,1,1,6,4,6,7
LOC105370306,0,0,0,0,0,2,0,0,0,0,0
HLA-DRB4,0,0,0,0,0,0,0,0,0,0,0
LINC00271,61,65,111,22,39,47,52,77,82,63,70
LINC01804,18,1,10,3,4,0,0,3,5,8,0
HCG25,4,12,14,1,2,2,1,8,29,15,20
NELFE,142,167,274,211,277,300,308,386,338,432,374
LST1,0,10,18,3,2,2,2,3,0,6,15
USP17L28,0,0,0,0,0,0,0,0,0,0,0
LINC00395,6,1,0,3,5,8,8,1,7,2,2
KRTAP21-3,0,0,0,0,0,0,0,0,0,0,0
MIR4422HG,0,0,8,0,1,0,0,4,3,7,0
PSORS1C1,0,3,3,1,1,0,1,1,0,0,4
LOC100506801,9,16,14,15,13,11,11,17,38,20,26
LINC01508,3,0,0,0,0,0,0,0,4,0,4
LOC105373343,0,0,0,0,0,0,0,2,5,0,0
RING1,162,27,85,146,100,230,156,159,197,273,181
VARS,47,12,7,176,347,197,437,202,88,14,32
LOC101927377,208,174,413,135,143,160,124,205,233,206,215
ABCF1,776,390,437,1073,2004,2305,1797,852,1143,1433,1386
LINC01468,0,2,0,1,0,0,0,0,0,0,0
HAR1B,2,2,4,4,1,4,1,6,8,3,6
TCF7L1-IT1,3,0,0,0,0,0,0,0,0,0,0
MDC1,114,110,178,15,14,172,18,35,32,26,213
LOC105378533,0,0,0,0,0,0,0,5,2,0,0
TTTY3,0,0,0,0,0,0,0,0,0,0,0
KLF3-AS1,396,592,451,93,74,167,93,390,554,259,578
CSMD2-AS1,0,0,0,0,0,0,0,0,0,0,0
LINC01098,13,32,23,5,3,2,1,38,54,29,47
LOC101927884,152,91,125,62,61,84,80,82,131,102,101
LINC01720,20,2,10,9,14,1,1,12,12,9,23
LINC00852,51,32,47,82,105,93,74,42,35,47,41
MICB,98,60,102,36,34,47,58,169,191,129,237
SPRY4-AS1,8,0,0,1,2,1,0,1,0,0,0
LOC102724593,17,4,2,2,0,6,11,5,18,7,16
OR5H1,0,0,0,0,0,0,0,0,0,0,0
PLSCR5,0,4,9,1,0,0,0,0,0,0,0
GS1-600G8.3,0,0,0,6,0,0,0,0,0,0,0
LINC01593,0,0,0,0,0,0,0,0,0,0,0
MICA,0,5,10,19,26,19,23,24,20,45,43
TRIM31-AS1,0,0,0,0,0,0,0,0,0,0,0
PPP1R18,2,43,0,1,0,0,12,0,4,36,0
LOC101926964,89,43,73,49,77,74,63,101,129,71,105
LINC01640,0,0,0,0,0,0,0,0,0,0,0
C17orf105,117,92,117,56,59,84,59,108,111,113,135
ATAT1,11,6,19,29,31,22,10,8,13,27,29
AGER,16,27,38,10,11,9,22,30,51,42,71
SBK3,0,0,0,0,0,2,0,0,1,0,0
LOC101929006,0,0,0,0,0,0,0,1,0,0,0
HCG27,71,53,63,3,2,0,3,22,3,19,22
HLA-DQB1,0,0,0,0,0,0,0,0,0,0,0
APCDD1L-AS1,0,2,0,6,2,2,0,2,3,8,9
LINC00704,0,8,0,0,0,0,0,0,0,1,5
SGO1-AS1,119,154,106,49,63,78,49,60,62,63,112
LOC653712,17,6,51,21,39,34,20,20,16,23,29
LOC728730,82,62,52,91,104,152,101,79,78,50,92
LTB,0,0,0,0,0,0,0,0,0,0,0
OR2B3,0,0,0,0,0,0,0,0,0,0,0
RXRB,14,16,28,19,13,17,14,34,42,51,49
RPL13AP17,0,1,2,0,0,0,0,0,0,5,0
LY6G5C,0,7,4,1,2,4,4,19,7,12,21
LINC01816,21,9,0,7,7,16,6,16,4,13,18
HCG25,93,54,9,1,2,2,1,8,14,9,11
MUC21,2,5,9,4,1,3,2,1,3,2,5
LOC101929147,855,548,803,629,680,851,830,670,528,641,585
PRRC2A,72,64,58,809,280,1070,615,337,77,555,211
MICB,22,0,0,259,252,371,298,1084,1173,1281,1252
GNA14-AS1,6,0,0,0,0,0,0,0,0,0,0
DHX16,222,168,275,549,602,601,588,364,335,408,367
FGF12-AS1,0,5,0,0,0,0,2,0,3,0,0
HLA-DPA1,6,0,5,0,0,0,0,0,1,0,0
USP17L10,0,0,0,0,0,0,0,0,0,0,0
LTA,0,0,0,0,0,0,0,0,0,0,1
LINC00689,13,12,18,10,5,24,20,33,31,26,34
LINC01817,0,0,0,2,0,0,0,0,0,0,0
