gene_name,H9_WT_B1,H9_WT_B2,H9_KO_UGP2_B1,H9_KO_UGP2_B2,H9_KI_B1,H9_KI_B2,NSC_WT_B1,NSC_WT_B2,NSC_KO_UGP2_B1,NSC_KO_UGP2_B2,NSC_KI_B1,NSC_KI_B2
EIF4BP3,0,0,0,0,0,0,0,0,0,1,0,0
HMGB3P21,0,0,0,0,0,0,0,0,0,0,0,0
ABHD16A,0,0,0,0,0,0,0,0,0,0,0,0
LINC01087,13,29,19,26,12,15,14,29,21,29,33,28
LOC100419154,0,0,0,0,0,0,0,0,0,0,0,0
LPP-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01886,3,6,0,1,6,3,4,4,5,5,1,3
LOC391636,0,0,1,0,0,0,0,0,0,0,2,0
COL18A1-AS2,0,0,0,0,0,0,0,0,0,0,0,1
LINC01117,1,0,0,1,0,0,0,0,0,1,1,0
HNRNPA1P48,1114,1098,877,1015,1122,979,222,305,413,572,431,651
LINC01015,0,0,0,0,0,0,0,0,0,0,0,0
GPX5,0,0,0,0,0,0,0,0,0,0,0,0
MTND3P16,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P72,0,0,0,2,0,0,0,2,0,1,0,0
ZMIZ1-AS1,2,0,1,5,0,2,16,18,16,22,30,33
SVIL-AS1,0,1,1,0,0,0,5,0,0,13,0,0
RPS5P2,0,0,0,0,0,0,0,0,0,0,0,0
RPLP1P3,0,0,0,0,0,0,0,0,0,0,0,0
TGFA-IT1,0,0,0,0,0,0,0,0,0,0,0,0
HLA-B,125,84,199,190,142,165,191,204,172,177,100,63
HSD52,1,2,1,0,0,0,1,3,0,4,4,4
LOC101928436,0,0,0,1,0,0,1,1,2,1,2,0
HCG18,589,648,602,636,735,777,115,258,346,311,224,53
OR9R1P,0,0,0,0,0,0,0,0,0,0,0,0
TUBB8P6,0,0,0,0,0,0,0,0,0,0,0,0
RPL37P10,0,0,0,0,0,0,0,0,0,0,0,0
LOC149935,0,0,0,0,0,0,0,0,0,0,0,0
RPS27AP16,52,33,27,119,97,92,15,44,0,0,57,64
LOC101929006,0,0,0,0,0,0,0,0,0,0,0,0
C4B,0,0,0,0,0,0,0,0,0,0,0,0
HCG20,11,10,0,2,0,8,2,6,0,12,7,12
RPS28P5,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-74,0,0,0,0,0,0,0,0,0,0,0,0
LINC00885,0,0,0,0,0,0,0,0,0,0,0,0
UBD,0,0,0,0,0,0,0,0,58,24,0,0
LINC01823,1,1,0,3,1,2,0,1,1,2,0,0
GAGE2E,0,0,0,0,0,0,0,0,0,0,0,0
SH3BP5-AS1,101,200,145,104,91,113,584,700,888,847,884,800
IPO8P1,0,0,0,0,1,1,2,13,15,0,0,0
EIF3EP2,1,3,6,2,1,4,2,5,0,8,8,2
LOC100144595,31,13,27,18,20,24,22,21,25,33,39,24
GAPDHP46,1,0,0,0,0,0,1,0,0,2,0,0
RPL36AP29,0,0,0,0,0,0,0,0,0,0,0,0
ELOCP23,0,0,0,0,0,0,0,0,0,0,0,0
RASAL2-AS1,33,28,31,49,40,30,49,95,68,95,64,27
UBE2D3P3,0,0,0,0,0,0,0,0,0,0,0,0
MTND6P7,0,0,0,0,0,0,0,0,0,0,0,0
NEFMP1,0,0,0,0,0,0,0,0,0,0,0,0
HCG18,0,0,0,0,0,0,23,0,0,0,0,0
RPS17P13,0,0,0,0,0,0,0,0,0,0,0,0
OR11M1P,0,0,0,0,0,0,0,0,0,1,1,0
NPIPA3,0,0,0,0,0,0,0,0,0,0,0,0
LINC02671,23,18,18,15,23,15,5,4,14,11,8,21
LOC339685,0,0,0,0,2,0,0,0,0,0,1,0
LEMD1-DT,165,174,171,181,163,136,9,15,21,98,34,23
LINC01657,0,0,0,0,0,0,0,0,0,0,1,0
LOC102724153,1,0,0,0,1,0,0,0,0,0,0,0
SRRM1P1,0,1,1,0,0,0,0,0,0,0,0,23
PCOLCE-AS1,60,55,93,37,26,18,21,47,31,27,29,25
HLA-V,24,32,26,39,30,36,2,5,14,11,23,10
FLOT1,2594,2094,2519,2901,3329,2886,2540,4419,1614,2305,4489,3777
TEX26-AS1,14,6,12,11,9,21,10,3,20,15,22,7
MTCYBP21,0,0,0,0,0,0,0,0,0,1,0,0
TAP1,84,0,110,0,71,110,0,0,0,60,0,0
VN1R21P,0,0,0,0,0,0,0,0,0,0,0,0
LINC01167,0,0,0,0,0,0,0,1,0,0,0,0
LOC100419691,0,0,0,0,0,0,0,0,0,0,0,0
FDPSP8,0,1,0,3,0,1,0,6,1,3,4,1
BTNL2,0,0,1,0,0,0,0,0,0,0,0,0
HSPA8P7,8,0,3,5,0,2,2,3,1,1,4,0
CSNK2B,156,135,162,129,159,160,175,227,137,218,219,319
BRAFP1,18,17,19,14,12,17,4,5,1,6,7,0
OR4F2P,0,0,0,0,0,0,0,0,0,0,0,0
EIF4A2P4,0,0,0,0,0,0,0,0,1,0,0,0
S100A15A,0,0,0,0,0,0,0,0,0,0,0,0
LOC442517,0,0,0,0,0,0,0,0,0,0,0,0
LINC02670,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P39,1,0,0,0,0,0,0,0,0,0,0,1
IQCF4P,0,0,1,0,0,0,0,0,0,0,0,0
RPL32P1,0,0,0,0,0,0,0,0,0,0,0,0
RPL37P17,0,0,0,0,0,0,0,0,0,0,0,0
RPS27AP6,0,0,0,0,0,0,0,0,0,0,0,4
TUBB4BP2,0,1,0,0,1,0,0,0,0,0,0,1
LINC00853,1,3,6,0,5,5,4,1,4,4,8,7
DUX4L9,0,0,0,0,0,0,0,0,1,0,2,0
BEND3P2,0,0,0,0,0,0,0,0,0,0,0,2
TMEM72-AS1,6,8,7,4,5,17,13,6,13,27,12,19
COL4A2-AS2,0,0,0,0,0,0,0,0,0,0,0,0
LINC01689,0,0,0,0,0,0,0,0,0,0,0,0
LINC00240,51,39,32,51,42,30,12,14,28,21,22,13
MTND5P24,0,0,0,0,0,0,0,0,0,0,0,0
OPA1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
POLR1H,0,0,0,0,0,0,0,0,0,0,0,0
LINC01398,0,0,0,0,0,0,0,0,0,0,1,0
LOC101928782,2,5,0,2,0,1,0,5,1,0,1,3
USP9YP25,0,0,0,0,0,0,0,0,0,0,0,0
MRPL20-AS1,823,820,905,870,1050,881,524,639,535,738,692,600
NDUFAF8,837,777,695,850,1029,850,875,760,789,756,543,589
MTCYBP29,0,0,0,0,0,0,0,0,0,0,0,0
ARL14EPP1,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP16,8,5,2,5,0,4,6,9,6,7,19,19
LINC02840,0,0,0,0,0,0,0,0,0,0,0,0
VPS26BP1,0,0,0,0,0,0,0,2,1,0,0,0
POT1-AS1,32,57,63,77,61,44,45,69,48,77,103,128
GAGE12H,0,0,0,0,0,0,0,0,0,0,0,0
RNF32-AS1,1,3,2,6,2,1,3,3,3,7,3,9
SBF1P2,0,0,0,0,0,0,1,0,0,0,0,0
RPL21P91,0,0,0,0,0,0,0,0,0,0,0,0
LINC01766,0,3,0,0,1,0,0,0,0,0,0,0
LINC00863,290,280,242,321,274,339,436,562,409,658,715,625
HCG20,0,0,0,0,0,0,0,0,0,0,0,0
LINC00320,51,53,92,79,44,44,3,11,12,15,10,9
LOC728307,0,1,0,0,0,0,0,0,0,0,0,0
LINC02262,0,0,0,0,0,0,0,1,0,0,0,0
LINC00184,1,1,2,1,0,1,0,1,1,3,0,1
PRRT4,52,45,36,22,78,67,6,11,40,181,18,30
TCF19,981,681,641,710,1266,1297,349,864,828,1160,840,515
EEDP1,0,0,0,0,0,0,0,0,0,0,0,0
VN1R25P,0,0,0,0,0,0,0,0,0,0,0,0
RPL37P24,0,0,0,0,0,0,0,0,0,0,0,0
PBX2,235,100,215,376,336,244,0,389,252,218,600,262
SRIP3,0,0,0,0,0,0,0,0,0,0,0,0
KCTD10P1,0,0,0,0,0,0,0,1,0,0,0,0
LINC01266,9,2,6,3,1,4,2,7,8,35,4,1
PGM5-AS1,0,0,0,0,0,0,0,1,0,1,4,0
PPP4R3C,0,0,0,0,0,0,0,0,0,0,0,0
LINC01645,1,0,0,1,0,0,1,1,2,1,0,0
LARGE-AS1,0,0,0,0,0,0,0,0,0,0,0,0
INE1,65,91,60,95,61,70,69,112,130,143,141,100
PARP4P2,0,1,3,2,1,3,0,3,0,6,4,15
LINC02776,0,0,3,4,1,1,0,0,2,3,0,0
RPL23AP85,0,0,0,0,0,0,0,0,0,0,0,0
TMEM233,6,10,28,9,9,1,14,7,3,0,2,2
PPP1R8P1,0,0,1,0,0,0,2,0,0,3,2,5
TRIM39,643,455,738,700,66,342,200,324,35,30,391,45
LINC01526,0,0,0,2,0,0,0,0,0,1,0,0
VTA1P1,0,0,0,0,0,0,0,0,0,0,0,0
OR51A5P,0,0,0,0,0,0,0,0,0,0,1,0
LOC100420057,0,0,0,0,0,0,0,0,0,0,1,0
RPL37P11,0,1,0,0,1,0,1,0,0,0,0,0
LOC102723566,9,9,28,21,22,17,14,14,29,28,41,24
CDK4P1,2,3,2,6,5,2,2,0,5,3,2,0
EIF1AX-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01058,3,2,7,4,1,3,2,2,1,2,1,2
RPL18AP2,0,0,0,0,0,0,0,0,0,0,0,0
MTND5P27,0,0,0,0,0,1,0,0,0,0,0,0
LOC102724929,0,0,0,0,0,0,0,0,0,0,0,0
HMGB3P22,7,1,10,11,1,1,0,1,0,5,1,2
CATIP-AS1,2,5,8,2,3,4,2,3,0,0,2,1
OR7E116P,0,0,0,0,1,0,0,0,0,0,0,0
DDX39B,5189,6655,5373,6962,7244,6903,2560,5483,6393,8015,7876,7005
FTH1P22,0,0,0,0,0,0,0,0,0,0,0,1
LOC101927839,0,0,0,0,0,0,0,0,0,0,0,0
SNORA71A,6,11,5,3,9,8,0,1,8,4,3,0
RPL3P7,0,0,0,1,0,0,0,3,0,0,2,0
DPY19L2P5,0,0,0,0,0,0,0,0,0,0,0,0
LOC101928253,0,0,0,0,0,0,0,0,0,0,0,0
HLA-DQA1,0,0,0,0,0,0,0,0,0,0,0,0
PNMA6F,13,8,1,5,2,2,0,0,0,0,0,0
RPL23AP36,0,0,0,0,0,0,0,0,0,0,0,0
LINC00237,4,9,6,8,20,9,0,0,0,0,0,0
LINC00972,0,0,0,0,0,0,0,0,0,0,0,0
TRIM31,0,0,0,0,0,0,0,0,0,0,0,0
PSME2P2,1,0,0,3,0,1,0,0,0,0,0,0
HLA-DPB2,14,23,14,24,8,28,0,0,0,0,0,0
MORF4L1P4,0,0,0,0,0,0,0,0,0,0,0,0
DYNC1I2P1,0,0,0,0,0,0,0,2,0,0,0,0
LOC101930421,0,0,0,0,0,0,0,1,0,0,1,0
PRRT1,0,0,0,0,0,0,0,0,0,0,1,0
RPS12P10,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA2P7,6072,6250,6875,5950,5328,5338,3149,4836,4864,9528,7986,6558
TUBAP9,0,0,0,0,0,0,0,0,0,0,0,0
HSPE1P24,0,0,0,0,0,0,0,0,0,0,0,0
NPM1P39,0,0,0,0,0,0,1,0,0,1,3,0
LINC00618,4,8,1,5,5,5,2,1,2,11,2,13
PRRC2A,78,87,130,126,171,87,108,80,179,190,211,112
LOC102724849,0,0,0,0,0,0,0,0,3,0,0,0
DUTP6,1,0,0,0,0,1,1,1,0,4,5,5
OSTM1-AS1,0,0,0,0,0,0,0,8,7,5,2,0
LINC00457,0,0,0,0,0,0,0,0,0,0,0,0
PVALEF,2,0,0,0,0,0,0,0,0,0,2,0
PLEKHM1,243,257,467,327,258,189,611,808,391,432,763,1380
LOC100131348,0,0,0,0,0,0,0,0,0,0,0,0
LINC00092,22,27,25,34,15,29,5,10,15,23,22,13
RPL10P17,0,0,0,0,0,0,0,0,0,0,0,0
SSXP3,0,0,0,0,0,0,0,0,0,0,0,0
RPS8P1,0,0,3,0,0,0,0,0,2,0,3,0
HLA-E,683,858,872,945,1080,772,2231,2239,1896,1155,2597,2295
MIR137HG,5,2,3,5,2,4,26,35,57,27,10,27
LOC102723427,0,0,0,0,0,0,0,0,0,0,0,0
DUXAP9,40,58,53,63,31,58,138,134,142,79,70,75
NCR3,0,0,3,0,1,0,0,0,0,0,0,0
SMARCE1P1,0,0,0,0,0,0,0,0,0,0,0,0
CHCHD4P5,0,0,0,0,0,0,0,0,0,0,0,0
RPS27AP12,3,0,2,2,0,2,1,1,2,2,3,0
ARL2BPP10,0,0,0,0,0,0,0,0,0,0,0,0
MCCD1,0,0,0,0,0,0,0,0,0,0,0,0
LINC02470,0,0,0,0,0,0,0,0,0,0,0,0
INTS6L-AS1,1,1,1,0,1,3,2,5,0,1,3,2
RPL21P107,0,0,0,0,0,0,0,0,0,0,0,0
COX6B1P7,0,0,0,0,0,0,0,0,0,0,0,0
RPS2P1,1,1,1,0,0,0,0,0,0,3,2,0
OR12D2,0,0,0,0,0,0,0,0,0,0,0,0
RPL5P25,1,0,1,0,0,3,0,0,0,0,0,0
ARMC8P1,0,0,0,0,0,0,0,0,0,0,0,0
PCDH9-AS3,0,0,0,0,0,0,0,0,0,0,0,0
TAF1A-AS1,37,24,31,29,25,46,50,39,34,58,45,58
RPL8P2,0,0,0,0,0,0,1,0,0,1,0,0
LINC00705,0,0,0,0,0,0,0,0,0,0,0,0
CICP12,0,0,0,0,0,0,0,0,0,0,1,0
NOLC1P1,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P27,0,0,0,0,0,0,0,0,0,0,0,0
MTND1P18,0,0,0,0,0,0,0,0,0,0,0,0
RPS2P30,0,0,0,0,0,0,0,0,0,0,0,0
OFD1P13Y,0,0,0,0,0,0,0,0,0,0,0,0
RPL29P29,0,0,0,0,0,0,0,0,0,0,0,0
LINC00113,0,2,0,0,0,0,0,0,1,0,0,4
LOC100132669,0,0,0,0,0,0,0,0,0,0,0,0
ASS1P11,1,0,0,0,0,0,0,0,0,0,0,0
DNAJC19P4,0,0,0,0,0,0,0,0,0,0,0,0
LINC00350,0,0,0,0,0,0,0,0,0,0,0,0
LINC01427,100,98,131,139,47,95,57,96,140,133,192,86
HBAP1,0,0,0,0,0,0,0,0,0,0,0,0
USP17L3,0,0,0,0,0,0,0,0,0,0,0,0
LHFPL3-AS2,3,5,3,0,1,2,6,7,5,7,10,8
RPL23AP18,0,0,0,1,2,0,0,0,0,0,0,0
RPL21P66,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD49P2,2,2,2,0,1,4,0,2,0,0,9,4
RPL31P53,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP52,0,0,0,0,0,0,0,0,0,0,0,0
RPF2P1,0,0,0,1,1,1,0,0,0,0,1,0
PPP1R26-AS1,130,136,96,111,132,156,43,40,37,55,72,77
CT62,3,6,8,6,6,10,2,6,0,2,0,2
ATP6V0E1P1,0,0,0,0,0,0,0,0,0,0,0,0
TDGF1P3,4844,4975,5007,5644,3433,4340,4,1,2,0,2,2
TMEM246-AS1,0,1,0,0,0,0,0,0,0,0,0,0
NRSN2-AS1,87,88,81,83,77,62,90,121,81,84,98,101
RPS5P7,0,0,0,0,0,0,0,0,0,0,0,0
SFTA1P,0,6,7,0,5,5,470,147,126,18,162,241
LOC105377003,0,0,2,0,0,0,0,0,0,1,0,0
NHEG1,1,2,5,1,0,2,4,2,4,4,2,1
LOC100419812,0,0,0,0,0,0,0,0,0,0,0,0
FAM236D,0,0,0,0,0,0,0,0,0,0,0,0
RPL26P34,0,0,0,0,0,0,0,0,0,0,0,0
RPS15AP17,0,0,0,0,0,0,0,0,0,0,0,0
BTNL2,0,0,1,0,0,0,0,0,0,0,0,0
RPL21P3,2,0,0,0,1,0,1,0,0,0,0,0
LOC101928371,3,8,2,2,2,5,0,3,3,6,8,6
TNPO1P1,0,0,4,0,0,0,0,0,0,0,0,0
LINC01015,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB4P7,0,0,0,0,0,0,0,0,0,0,0,0
HLA-DPB2,0,0,0,0,0,0,0,0,0,0,0,0
LINC01671,3,2,8,2,3,5,2,2,5,9,14,4
LINC02829,0,0,0,0,0,0,0,0,0,0,0,0
MTND1P12,0,0,0,0,0,0,0,1,0,0,0,0
LINC01504,4,9,10,6,4,6,1,4,9,6,8,24
PACRG-AS2,0,0,0,0,0,0,0,0,0,0,0,0
BOLA3-AS1,515,508,551,519,508,460,256,359,372,382,244,187
RPL36AP27,0,0,2,1,0,0,1,0,0,1,0,0
LINC01867,0,1,7,1,1,0,0,0,0,0,0,0
RAB6C-AS1,2,1,2,3,3,3,5,4,39,9,2,10
SFTA2,0,0,0,0,0,0,0,0,0,0,0,0
FDPSP1,0,0,0,0,0,0,0,1,0,0,0,0
OFD1P10Y,0,0,0,0,0,0,0,0,0,0,0,0
LOC392555,0,0,0,0,0,0,0,0,0,0,0,0
JPX,1606,1675,1636,1836,1848,1735,1359,1475,1369,1520,1406,1135
MTCO3P5,0,0,0,0,0,0,0,0,0,0,0,0
LOC100631258,0,0,0,0,0,1,0,0,0,0,0,0
PLCB1-IT1,0,0,0,0,0,0,0,0,0,0,0,0
RPS6P14,0,0,0,0,0,0,0,0,0,0,0,0
RPL22P4,0,0,0,3,0,0,0,0,0,0,0,0
NUTM2B-AS1,1287,1340,1425,1469,1539,1295,1213,1439,1260,1273,1249,1018
UBE2Q2P4Y,0,0,0,0,0,0,0,0,0,0,0,0
GBP1P1,17,7,5,4,15,15,0,1,0,1,0,2
LINC01107,0,0,0,2,0,0,0,0,0,0,0,0
KCNMA1-AS2,0,0,0,0,0,0,0,0,0,0,0,0
SNRPFP3,0,0,0,0,0,0,0,0,0,0,0,0
GAPDHP16,0,0,0,0,0,0,0,0,0,0,0,0
MTND1P34,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y5,0,0,0,0,0,0,0,0,0,0,0,0
IGKV6D-21,0,0,0,0,0,0,0,0,0,0,0,0
MKRN2OS,10,8,3,6,2,3,3,10,3,0,3,2
PAWRP1,1,0,2,1,0,0,0,1,0,0,0,1
LINC01393,2,4,9,1,5,2,8,3,1,6,1,6
LINC01821,1,0,1,0,0,1,0,3,0,2,2,0
ZNF385D-AS1,4,3,3,4,0,0,0,0,0,0,0,0
C6orf15,0,0,0,0,0,0,10,16,0,0,3,4
LINC02476,1,2,6,1,0,1,0,2,4,4,4,7
LINC01980,121,111,125,112,182,152,104,122,53,142,96,121
PHF1,859,868,965,870,1101,1081,1361,1422,1210,1538,1801,1693
C2CD4D,12,13,14,17,16,13,7,2,1,0,6,8
MTCO3P20,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y8,0,0,0,0,0,0,0,0,0,0,0,0
LINC01492,12,12,20,22,14,17,9,11,22,18,57,28
LOC100421468,0,0,0,0,0,0,0,0,0,0,0,0
CCT4P2,0,0,0,0,0,0,0,1,0,1,3,1
DOCK4-AS1,0,0,0,0,0,0,0,0,0,0,0,0
RPL35P5,3,0,3,0,0,0,0,1,0,0,0,0
NCBP2-AS1,1,1,0,0,0,2,2,4,2,2,4,10
TRIM53AP,0,0,0,0,0,0,0,0,0,0,0,0
MDC1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01623,12,8,4,3,3,7,1,4,0,0,8,0
MTOR-AS1,0,1,0,0,0,0,0,0,1,0,0,0
LINC02158,11,16,20,14,19,31,19,28,12,17,15,12
LOC105375589,0,0,0,0,0,0,0,0,0,0,0,0
ZNF469,94,78,89,76,51,46,924,576,718,35,290,237
RPL27P4,0,0,0,0,0,0,0,0,0,0,0,0
ZNRD1ASP,2,2,2,0,0,0,2,2,1,2,2,3
MYT1L-AS1,0,0,0,0,0,0,0,0,0,0,0,0
PPIAP17,0,0,0,0,0,0,0,0,0,0,0,0
AGBL4-IT1,0,0,0,0,0,0,0,0,0,0,0,0
TBL1YP1,0,0,0,0,0,0,0,0,0,0,0,0
C9orf135-DT,4,8,2,5,4,6,1,0,3,1,1,0
MTND2P28,4519,4311,3808,3822,4210,4521,2906,2649,2842,2716,2649,2507
HNRNPA3P15,0,0,0,0,0,0,0,0,0,0,0,1
LINC01729,0,0,0,0,0,0,0,0,0,0,0,0
RPL35AP4,0,0,0,0,0,0,0,0,0,1,1,0
SBDSP1,325,356,297,375,406,420,773,612,847,635,456,393
LOC100506474,7,5,4,1,6,3,10,14,35,20,13,7
LINC01716,0,0,0,0,0,0,0,0,0,0,0,0
TAF13P2,0,0,0,0,0,0,0,0,0,0,0,0
RPL14P2,0,0,0,0,0,0,0,0,0,0,0,0
MCRIP1,2299,2294,2707,2314,3169,2596,2443,3326,4226,5073,3361,3078
RPL23AP27,0,0,0,0,0,0,0,0,0,0,0,0
LINC01771,21,17,19,16,7,11,3,5,6,2,6,0
LOC105372988,0,0,0,0,0,0,0,0,0,0,1,1
PACRG-AS3,0,0,0,0,0,0,0,0,0,0,0,1
FAM225B,4,1,2,3,6,4,1,0,7,4,0,3
HLA-C,1647,1723,1587,1955,2266,1931,1863,2007,896,498,1161,1531
SLC26A6,2136,2217,1819,1949,2435,2340,1469,1701,2103,1797,1403,1413
IGHV3-72,0,0,0,0,0,0,0,0,0,0,0,0
PTPRD-AS1,36,40,27,41,31,52,46,125,84,146,48,70
RPL30P1,0,0,0,0,0,0,0,0,0,0,0,0
ELOCP13,0,0,0,0,0,0,0,0,0,0,0,0
RPL24P9,0,0,0,0,0,0,0,0,0,0,0,0
MTND6P15,0,0,0,0,0,0,0,0,0,0,0,0
ASH2LP3,0,1,0,0,0,0,0,0,0,0,0,2
FAM66E,21,8,19,22,15,2,20,22,9,14,28,50
TRIM31-AS1,5,2,1,0,2,2,0,0,0,0,0,2
FGD5-AS1,5020,4954,5274,5066,4478,4916,5604,6764,5498,6933,6940,5606
NEK4P1,0,0,0,0,0,0,0,0,0,0,0,0
SKIV2L,579,1062,1152,681,443,942,927,860,812,1008,711,437
NRG3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ELOCP6,0,0,0,0,0,0,0,0,0,0,0,0
PRRC2A,24228,24330,23331,22834,22642,26853,14299,19501,18499,20694,19259,16655
DBH-AS1,24,32,27,25,19,18,10,24,32,64,59,45
RPS17P17,0,0,0,0,0,0,0,0,0,0,0,0
LINC00489,0,0,0,0,0,0,0,0,0,0,0,0
P3H2-AS1,20,7,20,25,26,24,49,45,42,48,94,109
LINC01831,0,0,0,0,0,0,0,0,0,0,0,0
DHRS4L1,1,14,8,11,4,4,8,10,6,6,13,7
LINC02620,1,0,2,1,0,0,2,3,2,1,2,0
CROCCP1,0,2,4,0,0,2,1,0,2,2,0,3
PROSER2-AS1,7,15,3,13,5,4,3,3,7,32,7,15
MIAT,6632,7606,9406,11853,2550,3271,3753,4565,2618,2664,16959,10437
TRAM2-AS1,155,166,252,171,235,290,448,466,238,297,360,432
LOC105375304,20,14,21,30,29,19,0,2,16,350,3,1
TMEM30A-DT,12,21,11,17,16,20,18,19,18,21,20,11
MTND4P23,0,0,0,0,0,0,0,0,0,0,0,0
RABEPKP1,0,0,0,0,0,0,0,0,0,0,0,0
WARS1P1,0,0,0,0,0,0,0,1,0,0,0,0
DEFB131B,0,0,0,0,0,0,0,0,0,0,0,0
RBMY2KP,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P45,0,0,0,0,0,0,0,0,0,0,0,0
HLA-DQB1,20,28,28,25,14,6,10,16,13,10,19,31
IGHD6-25,0,0,0,0,0,0,0,0,0,0,0,0
LINC00626,0,2,2,2,0,0,0,3,0,4,8,4
FAM229A,58,77,78,84,111,68,125,179,159,317,539,351
ERCC6,609,752,447,637,550,596,997,1615,794,584,1270,1149
RPS18P1,0,0,0,0,0,0,0,0,0,0,0,0
GS1-594A7.3,0,0,0,0,0,0,0,0,0,2,0,0
NIPA2P1,0,0,0,0,0,0,0,0,0,0,0,0
RPL36P8,0,1,0,0,0,0,0,0,0,0,0,0
MKRN7P,16,7,13,5,5,7,7,5,4,10,7,3
RPL34P4,0,0,0,0,0,0,0,0,0,0,0,0
RUSC1-AS1,14,15,18,14,15,15,24,30,34,61,67,58
PCNPP2,0,0,0,0,0,0,0,0,0,0,0,0
DDX39B,17818,16267,14006,17942,19074,18635,6448,7563,8610,11058,7509,6157
WDR87BP,99,106,80,77,97,105,0,1,1,4,18,0
LINC01529,4,3,4,6,0,5,0,1,0,0,1,0
C3orf86,1,0,1,3,0,2,0,2,0,1,1,0
PSG8-AS1,0,0,0,0,0,0,0,0,0,0,0,0
SERBP1P2,0,0,0,0,1,1,0,0,0,0,0,0
LINC00115,37,35,43,46,33,44,20,21,16,35,24,13
LOC100506937,0,0,0,0,1,0,0,0,0,0,0,0
LINC01456,21,25,17,15,19,20,7,3,4,23,19,17
BMS1P11,12,0,0,6,2,0,0,0,0,0,0,0
LOC729254,0,0,0,0,0,0,0,0,0,0,0,0
LINC02570,0,0,0,0,0,0,0,0,0,0,0,0
HLA-DQA1,357,383,326,231,315,236,18,281,285,273,302,350
RPS6P11,0,0,0,0,0,0,0,0,0,0,0,0
FRG2B,0,0,0,0,1,0,2,2,0,0,0,0
MTND2P9,0,1,0,0,0,0,0,0,0,0,0,0
RPS27P16,0,0,0,0,0,0,0,0,0,0,0,0
RPL26P36,0,0,0,0,0,0,0,0,0,0,0,0
HCG23,761,880,861,987,553,743,337,639,730,894,1244,798
LINC01745,0,0,0,0,0,0,0,0,0,0,0,0
NOL7,3118,3007,2824,3371,3946,3298,1965,2442,2729,2362,1756,1710
RPL21P92,0,0,0,0,0,0,0,0,0,0,0,0
LOC101060164,0,0,0,0,0,0,0,0,0,0,0,0
TAB2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LOC105373100,1,0,1,4,1,0,1,1,4,3,3,0
LINC02249,28,26,23,32,26,23,24,31,74,87,98,52
CTAGE4,121,141,89,184,157,73,7,7,32,26,23,24
FAM133FP,0,0,0,0,0,0,0,0,0,0,0,0
PCA3,3,0,0,1,0,1,2,2,2,1,2,3
LINC01875,0,0,0,0,0,0,0,0,0,0,0,0
RIOK3P1,0,0,0,0,0,0,0,0,0,0,0,0
NTF4,65,58,66,43,59,60,20,16,19,48,32,39
SATB2-AS1,1,1,0,2,3,9,5,10,5,2,8,3
MTND4P3,0,0,0,0,0,0,0,0,0,0,0,0
TAP2,0,0,0,42,0,22,0,0,0,0,0,0
ELFN1,85,88,113,68,118,122,50,68,798,1341,516,338
MTND1P23,1162,1464,1038,645,2517,1379,691,592,947,1336,1073,850
PIGBOS1,262,232,283,264,344,292,313,363,264,339,422,337
LINC01534,15,21,33,23,20,20,24,18,10,10,15,35
PLA2G2C,3,5,2,6,3,5,0,1,9,17,0,0
PBX2,0,0,0,0,0,0,0,0,0,0,0,0
LAMP5-AS1,1,0,1,0,1,0,0,0,0,0,1,0
ABCF1,5152,4954,5162,5148,5863,5101,1051,1720,1743,2340,2078,900
RPL23AP34,2,0,1,0,1,0,0,1,0,8,2,8
OR4A8,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA12P1,0,0,0,0,0,0,0,0,0,0,0,0
GTF2IP14,0,7,4,0,0,3,3,2,3,3,4,1
PPIAP37,0,0,0,0,0,0,0,0,0,0,0,0
LINC02528,0,0,0,0,0,0,0,0,0,0,0,0
LOC100419786,0,0,0,0,0,0,0,0,3,2,1,0
OFD1P1Y,0,0,0,0,0,0,0,0,0,0,0,0
CCT8P1,1,5,3,8,7,4,8,23,3,1,13,14
PRICKLE2-AS3,21,25,18,23,14,18,20,17,35,24,18,25
CT47A11,0,0,0,0,0,0,0,0,0,0,0,0
LGALS17A,5,4,4,5,2,1,1,1,3,0,4,2
LOC101928118,74,95,95,95,56,88,55,69,72,92,106,75
LINC01772,21,9,13,19,22,17,27,28,29,29,53,43
