gene_name,Control_0nM Dox-1,Control_0nM Dox-2,Control_350nM Dox-1,Control_350nM Dox-2,sg_P130_0nM Dox-1,sg_P130_0nM Dox-2,sg_P130_350nM Dox-1,sg_P130_350nM Dox-2,sg_RB1_0nM Dox-1,sg_RB1_0nM Dox-2,sg_RB1_350nM Dox-1,sg_RB1_350nM Dox-2,sgRB1+sgP130_0nM Dox-1,sgRB1+sgP130_0nM Dox-2,sgRB1+sgP130_350nM Dox-1,sgRB1+sgP130_350nM Dox-2
EPHB3,163,192,522,899,288,241,351,296,94,95,464,835,34,156,569,520
VCX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTL10,37,21,74,77,25,17,59,83,29,35,117,94,19,25,104,120
EPGN,3,0,3,47,2,1,2,0,2,0,0,8,0,2,4,5
LINC00334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KRTAP11-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORC,11,6,16,0,1,11,14,3,1,0,3,29,1,1,33,18
HS3ST4,0,0,2,0,0,0,6,0,0,0,0,3,0,0,2,2
TRAK1,1380,1492,1023,549,1526,1413,885,660,1694,923,1258,1105,615,1333,999,919
TSPAN10,138,173,231,191,148,136,191,135,127,145,335,312,105,118,224,238
OR2V2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLCB1,186,108,52,57,137,134,60,44,215,128,98,74,220,134,26,50
SKA2,685,934,225,248,1001,1099,393,136,743,613,356,595,838,218,494,344
CCNYL2,8,0,2,0,2,2,1,0,0,0,2,5,0,0,5,3
OR10G7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDN,958,1078,873,843,1177,1022,1011,765,1415,913,1412,1475,959,751,1237,1223
CCDC172,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LINC01006,73,117,160,55,119,74,206,96,96,89,263,193,133,81,252,337
OR4Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTM,960,920,306,142,1148,906,306,242,1353,718,447,339,676,838,395,339
TTC3,2978,3025,1574,1038,3468,3337,1896,1030,3327,1509,1309,1599,969,1771,1022,967
KCNB2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PPP1R27,0,0,0,0,1,2,0,0,2,0,1,0,10,0,4,1
BRICD5,8,27,18,22,39,41,17,24,30,2,34,24,25,16,38,14
GALR2,1,1,70,70,4,2,72,69,6,0,103,129,0,4,140,169
RESP18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGIP,105,139,78,48,178,189,106,46,112,79,47,91,23,73,56,61
TSKU,572,595,1960,1647,714,669,1865,1806,645,440,2368,2612,348,514,2088,2100
CMC4,114,100,98,18,84,141,143,94,125,97,151,189,118,23,156,126
ANXA2,45494,47997,36175,29949,52730,49945,41310,27596,48665,33932,38416,41117,22454,19686,33456,28050
RGS6,0,0,2,0,4,0,0,0,0,0,1,0,0,0,4,1
HOXB4,0,0,1,0,0,0,0,0,0,0,4,4,0,0,1,1
SLC35D3,1,1,3,0,0,0,2,0,0,0,12,10,0,3,21,18
PAQR7,684,758,1212,1096,827,760,1238,906,815,439,1257,1350,375,447,847,941
PAPPA,2011,2401,6398,5294,2737,2449,6757,3873,3064,2082,7076,8140,2358,3553,6495,5365
MAFA,0,2,47,19,0,2,40,19,2,0,49,67,0,0,104,85
NGRN,2169,2472,2329,1452,2793,2551,2485,1859,2613,1624,2382,2661,976,1345,2241,2025
GRID1,0,3,5,4,3,2,19,0,1,14,2,6,3,0,10,2
RPS17,0,0,23,0,0,14,0,0,0,0,0,0,45,26,0,23
LOC401589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCAR2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0
OR2T29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC87,11,15,7,18,9,11,9,12,13,1,9,11,3,10,7,6
GSTA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf116,4,2,6,0,3,3,1,7,4,0,6,2,0,0,8,3
TMEM198B,115,131,159,183,159,168,212,96,143,104,249,248,51,139,265,199
MAGEB17,0,0,4,0,0,1,2,0,0,0,0,0,0,0,2,1
CRIP2,171,270,149,237,237,214,177,105,260,167,242,230,146,107,240,217
DDX28,162,184,204,190,213,202,208,228,239,162,305,281,102,156,233,234
KRTAP13-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM230E,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ACBD3,1210,1268,1801,1131,1453,1360,2384,1224,1084,791,1660,1971,1223,616,1645,1268
C16orf72,1827,1952,1613,1197,2760,2607,2184,967,1708,923,1726,1869,846,1208,1749,1392
PLCXD3,85,138,18,31,116,150,32,6,138,86,57,45,120,99,56,28
RRP7BP,100,90,34,62,122,115,56,10,171,56,55,54,73,86,39,52
VMO1,10,12,12,21,10,8,13,0,6,1,21,18,7,3,28,18
OR4F15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG12,470,493,602,503,528,529,512,348,608,140,596,743,147,362,482,521
LCK,6,2,4,0,8,1,2,0,1,0,6,3,0,7,6,3
GALNT9,6,15,15,16,5,11,7,6,4,0,7,0,21,4,12,16
COL18A1,12696,13906,11485,12517,15326,13459,8539,8673,13888,10083,12111,10781,6116,11046,10698,9261
RBM10,977,1124,602,391,1246,981,527,412,1542,906,841,862,823,965,831,801
PRKCZ-AS1,28,44,17,9,56,57,17,13,31,37,26,32,11,42,22,30
ADGRG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS27AP20,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3
GLUD2,7,4,23,16,8,11,21,49,3,29,25,12,0,0,27,18
TMEM95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCHHL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPL35A,3957,4491,2694,2090,5411,4749,3486,2061,4828,2837,3238,3422,4192,869,3055,2684
RGS7,39,40,10,20,37,26,12,7,26,0,21,22,11,12,3,16
SLC25A18,0,0,7,14,0,0,0,0,1,0,3,2,0,1,4,2
ZNF721,126,121,126,53,216,221,216,103,253,283,138,263,65,160,243,114
TCEAL7,136,141,335,214,203,156,428,233,221,158,565,664,114,56,638,569
C11orf54,159,176,77,50,204,237,152,74,160,58,118,120,31,74,55,35
CEP63,411,525,638,927,550,570,945,732,442,320,705,761,363,208,832,501
WFDC10B,2,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0
SRPRA,5005,5647,4957,3594,5795,5388,5267,3441,5676,3545,4610,4891,2493,3512,4398,3647
OTOP3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
EWSR1,4104,4363,2953,2297,4918,4515,2793,2261,5470,2857,3504,3286,4081,3100,3604,2736
ODF3L1,1,0,0,0,1,2,0,0,0,0,0,3,6,0,0,5
HMGN4,493,618,152,55,666,620,204,90,598,376,202,234,179,238,206,156
SPATA13,414,578,485,337,932,741,283,233,475,745,283,457,115,789,460,350
GJC1,1057,1217,597,524,1399,1231,616,392,1693,812,1244,943,485,1153,1521,1058
SOX1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CNOT10,383,390,143,180,517,542,341,195,414,430,267,216,260,273,292,198
MTA1,931,1193,642,867,1247,1106,697,608,1178,1056,896,802,613,1081,737,751
ZNF662,45,32,1,11,24,55,3,0,29,26,23,10,17,14,15,5
CADM1,114,116,207,56,143,128,159,258,148,181,341,178,77,78,146,252
ZNF320,235,295,162,42,316,306,351,53,211,105,111,284,109,262,413,185
C12orf60,12,18,26,1,27,14,23,28,14,6,23,17,8,6,26,13
PYCR1,1419,1575,557,560,1795,1579,612,493,1493,970,779,632,606,817,422,468
NAA38,335,318,347,282,387,346,337,329,522,205,522,487,494,158,404,325
SPNS2,0,0,3,0,0,0,16,0,0,0,1,0,0,0,13,4
MCEMP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP2A2,679,857,513,402,895,800,570,482,1050,502,840,589,598,633,548,518
SLC8A1,602,690,175,116,594,664,263,182,849,452,310,308,105,455,98,97
OR1G1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A21,10,8,9,0,17,9,1,3,9,0,17,13,11,11,10,15
OTOP2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
CYLC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCP4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ABAT,63,55,27,120,62,61,24,49,56,0,37,27,12,30,28,21
SLC25A10,295,338,76,59,375,381,112,77,426,299,102,122,193,195,203,198
CAMK1D,268,262,247,152,358,244,308,295,307,110,182,405,170,190,278,216
RGPD6,527,763,663,192,1172,922,899,437,602,448,592,677,213,475,593,563
LYSMD4,50,59,89,91,63,52,119,84,49,194,123,165,27,38,179,185
WBP2NL,6,4,3,7,5,5,6,3,4,8,3,15,6,0,10,4
IGSF5,21,3,0,0,1,4,0,0,0,0,0,0,0,2,0,0
NKX2-5,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4
AFMID,271,226,30,58,293,242,80,52,288,190,89,91,90,145,129,114
GAS6,6368,7345,10094,7830,7359,6543,7628,6971,7137,5437,9414,9081,3086,4679,9607,7472
FREM3,0,1,0,0,2,1,1,0,0,0,2,1,0,0,0,0
NEB,1,2,9,0,0,0,1,1,0,0,11,9,0,1,6,3
BEGAIN,8,8,22,13,6,5,36,6,22,0,52,39,55,30,53,70
GPC6,119,96,20,86,76,79,47,24,97,5,37,18,1,8,32,13
ARHGEF37,37,21,80,38,27,32,57,21,9,0,61,128,2,22,44,85
FAM43B,70,72,1767,1263,83,81,1379,1177,89,39,1411,1667,50,58,1411,1456
CSMD1,0,0,0,0,0,1,0,0,0,0,14,3,0,0,0,2
CALHM3,0,2,1,0,2,2,3,0,0,0,0,0,0,0,0,2
PTGDR2,5,4,2,1,4,1,0,0,4,0,5,3,0,0,0,0
CEP57L1,139,176,34,26,226,247,70,20,192,187,70,81,53,54,62,53
RIPPLY3,8,8,3,0,1,10,8,4,10,9,9,3,9,16,10,11
PRORY,0,7,0,0,6,0,3,0,0,0,0,0,0,4,0,0
ANKRD20A2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GPR19,10,14,3,0,15,23,2,8,22,9,2,5,21,13,13,8
GJD3,17,19,69,59,21,13,58,98,39,34,166,213,8,39,171,162
LOC102723701,1,2,2,0,2,7,5,0,7,0,5,4,0,2,9,6
RABIF,452,553,185,68,625,489,255,133,571,367,277,289,279,257,275,218
TMEM119,3500,3996,5451,4221,4049,3679,4731,4011,2280,1220,3938,4197,1051,1727,3795,3114
FANCF,122,171,111,93,198,199,103,78,188,113,152,164,54,64,98,87
CALN1,1,1,0,0,2,1,0,0,2,8,2,7,2,4,0,0
LOC643015,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
GABRR3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
C2CD4C,2,1,0,6,4,4,0,0,8,12,2,0,0,5,3,3
CHST6,20,29,11,34,27,27,28,36,37,2,32,33,46,111,39,36
HSP90AB3P,0,3,0,1,1,0,1,0,0,0,0,4,0,1,1,1
POTEC,1,1,1,0,1,0,1,0,1,0,0,2,0,1,1,3
RUVBL2,1414,1515,920,637,1440,1398,848,629,1930,1417,1182,1184,1029,860,1250,1123
GDPGP1,46,48,86,11,55,63,106,68,109,51,104,87,25,26,132,120
MICA,48,50,162,122,117,83,164,111,117,82,205,249,58,83,158,209
CTNNA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WT1-AS,0,0,1,0,0,3,0,0,0,0,5,1,3,4,0,0
RIMBP3C,45,36,50,0,46,40,53,16,42,0,57,164,0,15,91,71
PRR36,9,3,2,0,2,2,1,0,2,0,2,0,2,0,6,4
LINC01547,32,45,41,14,34,39,33,30,44,0,87,112,24,20,75,70
OR51B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTTG1IP,5203,6541,8666,6163,7031,6832,9421,6015,5689,3571,8332,9479,2391,3603,7892,6502
DDX41,690,835,803,1480,832,746,1156,737,1141,642,1247,1342,684,581,1271,1242
ABHD16B,1,2,10,10,5,1,10,16,4,0,18,16,0,7,16,24
OR52E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC60,0,0,1,6,2,0,4,0,0,0,7,11,0,0,22,3
PLGLB1,23,25,24,11,20,11,42,25,6,0,27,21,11,2,21,18
DAZAP2,2067,2312,2554,2117,2202,2006,2820,2142,2434,1390,2977,2862,759,1288,2921,2392
CCBE1,1741,1939,478,436,1301,1280,445,248,2567,1484,709,620,913,1724,652,505
SELENOF,1311,1877,1946,1475,2030,2061,3044,1088,1620,813,1962,2349,725,481,1949,1459
PRSS40A,11,10,2,24,9,5,8,20,5,12,10,15,23,0,14,12
RPSAP19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FAM9A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM121B,26,11,51,7,17,18,59,40,20,0,92,152,21,37,187,136
ZNF623,121,426,440,0,259,487,644,398,285,56,114,642,22,245,782,377
OR2T34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBB,3558,4687,1276,0,4067,3900,1318,1350,3480,1772,1474,1279,842,1014,1565,1097
OR52L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPHA10,0,11,12,13,20,6,21,1,8,0,8,22,17,20,9,10
SPDYE4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC125,41,52,19,9,107,90,32,23,67,47,48,53,53,58,45,32
REC114,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BOLA2,74,66,85,41,65,43,112,93,174,31,178,139,55,55,232,201
BCOR,785,781,520,321,914,747,542,363,859,586,589,603,397,809,703,548
JRKL,222,229,186,202,298,321,339,127,189,199,211,284,99,88,161,135
CABCOCO1,2,8,2,4,26,5,5,0,4,0,2,4,0,0,1,1
GBP6,0,0,3,0,1,2,2,0,0,0,2,4,0,15,2,3
KIAA2026,207,334,367,298,396,326,656,293,226,253,441,652,184,178,425,288
OVCH2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SYNDIG1L,0,0,3,0,1,0,0,0,0,0,1,0,0,0,3,0
FHL3,723,788,679,523,893,745,705,541,900,558,902,898,479,582,917,833
OR56A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMCH,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0
TMEM89,0,1,2,0,1,0,0,0,1,0,7,7,0,4,7,5
C19orf71,0,0,2,0,0,1,1,0,0,0,0,4,0,0,2,1
CCDC159,36,53,44,39,57,46,50,39,47,23,51,61,37,32,38,48
RIPK4,13,30,26,16,26,32,31,12,54,25,113,88,27,45,47,52
LRIT3,0,1,2,0,2,2,1,0,0,0,0,3,0,0,3,1
NPIPA1,125,177,177,222,183,218,238,23,230,186,256,231,9,103,468,180
SF3A3,1714,1758,1448,1642,1752,1486,1379,1071,2218,1637,1814,1938,688,1087,1608,1366
TFDP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM61,17,33,27,29,44,27,35,12,39,4,45,45,2,22,31,24
OR7E38P,75,95,80,49,86,95,103,37,84,67,102,103,92,34,82,88
GRIN2A,6,4,10,85,28,14,10,0,10,22,23,13,2,19,2,4
PKD1P3,106,149,514,0,151,72,361,216,171,0,611,582,0,338,744,643
URAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FLJ40288,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
GTF2H2C,154,154,40,96,189,266,170,0,175,73,54,101,140,92,18,70
ASB7,239,275,204,172,241,245,206,243,313,145,232,238,100,164,243,110
SH2D7,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1
TREX2,7,11,10,0,4,2,17,3,10,0,10,20,0,8,14,21
GPR132,0,1,3,15,0,0,3,0,0,9,1,2,0,1,2,2
MX2,2841,3624,3658,4173,2795,3395,3830,3475,4908,3748,7055,8813,2136,3239,5386,4398
EP400,1381,1652,717,447,1740,1652,861,434,1623,1334,905,862,1242,1922,862,647
MEX3B,87,95,195,207,132,97,221,120,102,59,317,299,21,69,274,236
PI4KAP2,156,163,149,108,163,139,151,188,144,134,214,206,61,114,251,200
TENT5C,233,429,281,182,311,371,341,161,196,118,289,358,98,192,408,300
COA5,116,146,112,178,137,165,189,66,92,202,134,152,109,49,71,117
UTP11,679,752,488,382,958,986,576,307,904,582,499,515,390,354,585,375
PSMG1,374,540,286,258,723,637,482,167,595,247,312,375,453,174,369,246
PRR14L,578,786,612,486,767,841,757,764,789,548,479,955,345,893,965,752
COL18A1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C10orf120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IZUMO1R,0,0,6,6,0,0,11,0,0,0,27,20,0,0,16,22
BPIFA4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERHL2,47,21,20,22,26,45,20,78,35,1,27,7,41,13,51,27
PCBP3,53,27,32,30,56,47,26,35,54,9,23,29,24,24,41,14
PGPEP1L,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0
SETD3,1009,1219,1158,897,1371,1233,1452,1075,1234,1183,1378,1686,342,753,1448,1293
TNFAIP8L3,22,24,87,47,36,22,88,57,93,9,166,189,74,39,141,135
ZNRF3,138,125,226,169,167,157,209,123,212,76,305,328,75,192,301,241
FBXL7,655,736,631,551,780,807,691,475,667,450,764,919,287,586,799,600
TANGO2,396,578,660,621,544,489,765,727,645,249,1053,1007,260,552,951,895
H3C13,2,3,11,0,6,0,5,25,0,12,7,23,0,0,9,12
SMG1P5,93,97,166,100,105,81,150,33,66,0,85,93,82,40,120,55
SFXN4,83,125,35,36,156,123,69,23,161,123,118,94,91,59,64,58
GKN2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
FAM167B,52,93,55,41,84,78,31,37,108,44,40,71,102,58,69,72
MRPL54,343,379,229,315,400,377,267,249,423,278,355,332,405,118,297,319
ZNF438,110,108,27,47,122,121,27,56,113,69,59,24,127,85,45,24
HMCES,675,748,961,673,818,692,907,503,1019,703,1035,1351,462,414,1404,1113
CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DGCR6,10,36,17,121,6,11,15,41,46,0,45,36,30,26,92,84
GOLGA8G,0,3,1,57,12,2,0,0,0,0,13,0,0,0,3,0
PRR32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53TG3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RP1L1,1,5,5,0,8,7,2,0,4,0,14,15,0,11,8,0
KRTAP8-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C15orf32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOATZ,0,3,2,79,3,0,3,0,3,0,2,6,0,5,6,0
ZNF530,110,88,37,61,119,94,51,56,96,97,36,71,94,80,80,58
NDUFB1,312,384,309,311,447,407,487,262,353,377,389,519,423,44,347,343
MARCHF11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL25,111,131,205,119,148,109,158,193,157,70,288,316,111,167,418,366
TAFA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRMT12,130,161,115,84,182,161,171,156,159,64,183,180,161,65,177,100
GUSBP1,71,41,88,96,60,61,83,26,76,53,83,137,19,28,108,69
PSG9,18,25,56,52,33,33,41,23,24,20,42,51,27,28,44,29
BMP8A,0,0,0,0,0,0,1,0,1,0,12,3,0,0,4,5
ALYREF,1396,1633,1040,1228,1833,1703,989,1053,2092,1042,1385,1588,1055,972,1723,1552
RFLNB,5544,6324,2678,2020,7641,6879,3199,1971,6208,4044,2406,2562,2078,3521,2363,2145
EFHC2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
NOG,366,477,281,178,499,545,307,313,636,468,401,312,363,391,338,347
MRGPRX2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
UPP1,329,376,1366,1326,426,335,1276,1069,563,373,2071,1936,571,385,2517,2687
SLC9B1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4N4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPCML,60,52,4,5,113,64,5,2,198,146,48,7,87,39,6,57
TRIM52,97,90,155,68,89,82,173,55,69,87,177,168,99,115,169,85
LHFPL6,1427,1536,1775,1309,1611,1631,2019,1366,1581,1101,2071,2346,911,766,2132,1583
CMTM4,460,577,940,491,561,518,1085,754,435,237,892,1090,158,539,997,682
TMEM50A,2111,2714,2205,1530,2881,2949,2973,1492,2482,1905,2639,2970,1668,835,2619,2240
FIGLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASCL2,0,0,8,10,0,0,4,4,0,0,15,14,0,0,28,11
TBK1,413,579,401,519,691,702,416,197,535,376,280,371,225,330,337,172
CBX6,3249,3398,1973,1451,4029,3649,1867,1666,4315,2590,2747,2687,2470,3766,2302,2344
MACC1,2,4,9,7,2,9,11,2,2,0,15,5,18,15,10,6
ACSM2A,1,4,0,0,1,0,1,0,1,0,1,1,0,9,0,1
TBL3,877,815,548,576,819,717,474,518,953,918,704,805,659,658,503,537
BPY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACP7,4,2,23,39,7,2,13,24,17,9,89,113,43,38,121,89
KREMEN1,294,294,973,447,310,273,708,858,224,161,705,904,176,316,843,973
TRAIP,116,121,26,0,157,120,28,44,209,189,39,46,66,169,62,39
CHEK2,98,149,37,26,175,198,57,27,163,260,56,51,198,78,79,60
FOXL2,44,27,181,90,34,21,173,146,42,0,317,288,23,19,386,314
AIFM3,0,3,1,0,1,0,5,3,5,0,2,4,0,2,7,3
KCTD16,26,6,13,0,2,3,21,0,12,0,13,28,0,8,14,1
B3GALT5,36,43,14,7,36,43,10,19,34,28,17,12,51,51,7,5
ZNF703,1137,1374,2292,1783,1362,1361,2507,1993,1531,795,3347,3267,726,1430,3592,3482
SLC35F3,56,55,13,25,79,80,29,9,100,65,28,33,57,61,29,27
KCTD8,0,0,6,20,0,0,2,0,0,0,4,10,0,0,4,3
DOCK8-AS1,2,2,26,24,7,7,29,8,3,0,32,53,2,10,57,43
TUBA8,29,2,33,38,15,6,27,11,2,27,85,106,35,0,83,105
NPIPA5,0,20,0,0,0,0,11,47,0,0,8,0,0,0,0,37
EMILIN3,5,2,13,15,9,5,14,15,9,0,45,47,1,13,63,77
OLFML1,74,76,131,50,142,144,192,107,137,130,167,178,96,74,169,102
FAM162B,33,52,22,18,59,60,35,10,68,66,50,63,24,32,50,61
RBM12B,424,572,177,100,572,578,182,112,463,277,208,230,193,238,153,140
CCR4,0,4,7,24,9,8,0,0,4,0,6,3,0,14,6,4
LIN9,82,165,26,17,196,213,85,55,178,118,18,19,41,56,125,45
NCF4-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTBD9,479,458,161,173,517,412,268,230,439,238,220,314,138,451,157,110
NUDT14,105,111,72,84,109,113,85,44,156,85,110,83,131,67,117,132
ANKRD45,2,10,7,3,4,9,5,3,26,24,9,14,3,6,9,5
CFAP91,1,0,2,0,0,0,5,0,0,0,2,0,0,10,4,2
PNMA3,4,3,3,0,2,2,5,0,1,0,2,2,10,7,1,2
GPR39,64,78,64,71,93,96,108,37,116,72,115,135,89,88,172,97
FAM3B,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ZNF730,16,7,0,3,31,17,4,27,18,15,8,6,0,14,9,19
KIRREL1,4694,4761,4853,3617,4981,4445,4067,2990,5695,3519,5305,5661,1529,6307,4353,3985
IQGAP3,1288,1421,110,198,1527,1633,121,100,1930,1524,189,264,504,1856,360,331
CNGA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOB2,1261,1434,1631,1204,1378,1441,1431,1398,1458,1014,1979,2407,706,1582,2625,2101
SCN5A,94,148,332,279,133,128,283,220,129,190,308,223,94,69,169,268
ARSI,1313,1265,1842,1357,1330,1183,1696,1431,1852,1089,2626,2614,668,1273,2432,2482
UTY,183,128,131,100,177,158,228,68,123,269,168,151,17,138,144,124
SRARP,4,2,1,17,9,4,1,0,3,0,1,13,0,2,0,7
TTC32,13,29,26,13,43,36,30,11,21,25,35,62,18,11,49,34
LRRC55,0,1,1,0,3,1,2,0,0,0,2,2,0,2,0,0
DNAH2,3,3,10,0,1,10,11,12,10,0,30,24,9,11,10,14
SH2D1A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SDR42E2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTR7P1,123,137,559,171,183,168,704,458,108,55,656,738,45,158,762,590
TRBV21OR9-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKX,224,320,710,581,234,268,799,727,226,95,929,918,114,233,885,583
KMT5A,1132,1248,745,607,1225,1199,810,680,1409,983,875,1277,479,1029,1185,1107
KCNH8,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0
SMTN,3296,3860,4203,3161,4257,3657,3191,2848,5083,3826,5755,5734,4732,4803,6125,6420
NPW,16,9,23,12,16,4,18,9,16,17,24,34,14,3,20,39
PP2D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COA3,507,453,234,288,584,540,295,200,526,394,319,346,439,157,240,207
NPB,1,11,22,24,19,8,20,25,19,17,28,37,15,5,48,35
ST6GALNAC3,11,1,11,0,1,24,4,2,19,0,17,22,4,9,5,11
PTP4A2,4676,5619,1776,1539,6232,6043,2700,973,4880,3237,2046,2376,2902,2822,2003,1637
ACTG1,131110,140571,31114,29614,138211,123027,35834,29403,161195,102784,45020,43486,45381,88897,29269,31161
TMPRSS2,0,4,13,5,11,14,11,6,3,0,25,65,13,16,35,29
DENND5A,2550,3148,1713,1128,2657,3148,1980,1146,3243,2082,2206,2517,986,2674,3052,1832
OR2T10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSCR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP20-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTAG1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIABLO,726,744,454,442,924,930,707,363,829,363,638,678,676,346,728,574
VPS33B,265,376,309,365,249,288,313,163,430,217,334,451,202,333,324,232
TBX1,21,32,61,48,20,36,65,62,18,0,36,86,14,13,48,57
ADAP2,10,6,8,6,11,10,14,77,10,1,23,110,3,10,52,22
SREBF2-AS1,7,4,17,0,8,8,7,15,8,0,12,28,19,1,41,13
UQCR10,712,793,867,831,910,845,1052,771,897,515,1199,1159,779,225,1101,984
FAM120C,277,358,283,152,400,389,275,256,444,172,437,394,193,406,435,288
BRD7P2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
TREML3P,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
TRIML1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EIF3C,7616,7857,4185,4133,8419,7336,3676,3124,9892,6405,4942,4555,8239,5463,4508,3110
RPL11P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLDN5,0,1,9,0,5,1,4,1,1,0,12,19,0,2,18,19
