gene_name,hESC_Control_1,hESC_Control_2,hESC_RB1_null_1,hESC_RB1_null_2,hESC_RB1_null_3,teratoma_Control_1,teratoma_Control_2,teratoma_RB1_null_1,teratoma_RB1_null_2,teratoma_RB1_null_3
MX2,132,35,83,88,89,100,158,154,67,156
EP400,2073,1900,2938,3174,2937,1788,1269,3035,3987,4828
MEX3B,236,286,202,468,301,344,508,1203,2923,930
PI4KAP2,196,248,551,444,219,315,225,358,599,673
FAM46C,22,59,34,49,27,554,578,511,185,1327
COA5,351,244,444,559,300,473,499,513,574,712
UTP11,1000,917,994,1234,1296,762,913,1483,1168,1633
PSMG1,801,710,1170,1233,1117,505,677,799,526,1401
PRR14L,1842,1714,4073,3271,1901,942,1238,1768,2088,2145
COL18A1-AS1,0,1,3,1,2,23,0,0,0,10
KLRC4,0,0,0,0,0,0,0,0,0,0
ACSM5,1,1,0,0,0,4,2,8,0,0
C10orf120,0,0,0,0,0,1,0,0,0,0
IZUMO1R,0,0,1,0,2,0,0,0,0,6
BPIFA4P,0,0,0,0,1,0,0,0,0,0
SERHL2,79,87,109,68,52,122,51,126,87,199
PCBP3,143,92,119,123,117,132,101,346,241,343
PGPEP1L,2,1,1,2,11,3,1,1,1,0
RNF5,124,127,205,193,201,242,305,363,468,578
SETD3,1496,1215,1395,1683,2083,1275,1255,1381,1424,2826
TNFAIP8L3,4,5,19,9,12,87,71,73,103,105
ZNRF3,554,541,708,771,1097,532,551,786,1406,1552
FBXL7,462,397,773,679,419,591,928,1941,1564,2164
TANGO2,156,178,296,244,339,215,191,246,287,590
HIST2H3D,50,34,5,8,26,2,2,5,1,9
SMG1P5,98,109,175,173,94,69,62,150,352,302
SFXN4,298,332,350,500,541,449,535,436,466,889
GKN2,0,0,0,1,0,0,0,2,1,0
FAM167B,10,6,28,12,10,20,16,32,20,35
MRPL54,337,353,381,504,611,574,684,646,534,1207
ZNF438,39,30,40,66,62,198,175,245,226,353
HMCES,1085,937,1203,1269,1449,809,890,1399,1144,2267
CCR3,11,13,2,2,2,3,5,9,4,7
DGCR6,62,49,92,93,55,172,96,167,327,127
GOLGA8G,2,0,0,1,0,2,1,0,2,3
PRR32,0,0,0,0,0,54,0,4,0,40
TP53TG3,0,0,0,0,0,0,0,0,0,1
RP1L1,24,11,25,36,3,13,19,36,19,6
KRTAP8-1,0,0,0,0,0,0,0,0,0,0
C11orf88,19,12,7,9,17,405,264,73,91,127
ZNF530,97,99,221,227,164,65,83,138,210,227
NDUFB1,478,472,787,896,485,751,1042,1109,758,1245
11-Mar,24,35,25,28,17,2,13,13,49,26
KLHL25,335,376,586,661,499,236,270,542,1429,765
FAM19A1,7,7,5,3,3,44,22,27,113,22
TRMT12,278,230,382,393,371,201,251,291,321,513
GUSBP1,93,57,135,106,50,54,49,100,251,202
PSG9,9,10,7,4,7,1,0,0,0,3
GPR1,7,7,10,14,15,14,80,34,69,23
BMP8A,4,9,4,9,8,1,2,2,8,3
ALYREF,2393,2061,2272,2727,3273,1172,1523,2333,1966,3524
RFLNB,823,544,487,796,1739,684,673,1449,314,2512
EFHC2,24,31,56,66,37,323,534,236,276,312
NOG,22,19,22,11,21,251,231,234,350,400
MRGPRX2,0,0,1,0,0,2,0,1,0,0
UPP1,1396,932,614,975,1857,341,129,137,147,867
OR4N4,0,0,0,0,0,0,0,0,0,0
IFNL2,0,0,0,0,0,0,0,0,0,3
OPCML,35,16,71,44,12,161,246,450,1516,206
TRIM52,122,108,271,178,125,217,123,232,375,309
LHFP,305,304,238,287,433,728,620,1549,1496,1303
CMTM4,1122,924,1804,1384,1312,1426,1836,1621,1612,3717
TMEM50A,1718,1604,1963,2246,2075,1576,1984,2223,2058,3912
NPBWR1,11,10,2,14,7,8,1,16,16,7
FIGLA,0,0,0,0,0,0,0,0,0,0
ASCL2,1,3,1,6,2,201,296,73,75,514
TBK1,520,467,740,735,531,262,337,403,421,701
CBX6,605,619,593,965,940,2874,2877,3210,2618,5248
MACC1,236,70,308,208,299,607,875,735,78,1578
ACSM2A,8,0,6,13,6,18,9,12,20,10
TBL3,1128,1047,1615,1810,1574,1045,1131,1098,1039,2548
BPY2,0,0,0,0,0,0,0,0,0,0
ACP7,9,4,12,13,4,18,13,14,9,38
KREMEN1,389,423,209,309,414,1290,765,881,764,1866
TRAIP,292,257,547,482,356,102,157,259,268,387
CHEK2,603,567,907,1400,726,218,348,265,264,772
FOXL2,23,14,3,4,32,3,7,5,8,4
AIFM3,5,7,49,18,11,18,880,59,90,22
KCTD16,6,11,30,24,7,87,125,330,278,445
B3GALT5,673,734,1098,1237,1055,112,361,252,244,889
ZNF703,253,333,157,207,280,2599,2186,2351,1940,4759
SLC35F3,69,70,40,78,52,38,30,57,59,68
KCTD8,25,30,46,37,44,23,40,53,86,62
C9orf66,10,8,11,17,11,23,29,25,13,34
TUBA8,27,0,5,22,14,35,148,43,17,69
TCEB3C,0,2,0,0,0,0,0,0,0,0
NPIPA1,0,9,38,7,0,8,0,15,78,52
BPY2B,0,0,0,0,0,0,0,0,0,0
EMILIN3,106,117,257,191,144,1500,1217,1525,527,1234
OLFML1,10,7,5,5,4,330,670,1024,289,739
FAM162B,49,33,36,65,49,7,21,103,12,103
RBM12B,946,908,1209,1621,937,343,566,709,1206,1562
CCR4,3,2,5,8,3,2,3,7,8,10
LIN9,218,231,378,407,321,97,176,330,417,436
NCF4-AS1,0,0,0,0,0,0,0,0,0,0
BTBD9,230,191,246,303,347,549,514,663,985,1482
NUDT14,119,128,305,219,150,477,377,258,313,695
ANKRD45,17,13,28,26,25,42,62,103,194,50
MAATS1,44,38,149,115,33,116,146,125,306,174
PNMA3,120,77,242,128,117,210,265,215,351,842
GPR39,44,51,24,46,58,154,357,196,70,502
FAM3B,21,19,37,48,13,312,577,297,8,805
ZNF730,64,92,117,163,84,17,62,66,106,79
KIRREL,1146,1304,1875,1862,2004,1437,1410,2938,2509,6278
IQGAP3,637,684,1074,1102,869,205,363,612,529,1239
CNGA2,0,1,0,0,0,1,0,1,1,0
TOB2,1096,1046,1615,1592,1082,1235,1630,1543,2068,3681
SCN5A,183,230,366,331,357,57,174,135,272,276
ARSI,188,177,193,189,324,518,601,682,202,4921
UTY,39,16,7,7,20,8,6,3,0,17
C1orf64,6,5,7,9,2,1,2,5,7,7
NPIPA1,306,285,1310,660,111,293,184,384,1060,556
TTC32,47,40,92,56,40,76,60,137,172,128
LRRC55,29,46,55,83,46,158,213,972,2390,436
DNAH2,24,19,38,24,15,118,51,37,37,146
SH2D1A,1,0,1,0,0,2,0,2,3,5
HTR7P1,48,41,80,89,89,122,151,163,95,319
PRKX,2317,2094,2689,3206,3629,1178,720,1315,2983,3028
KMT5A,579,407,494,473,442,497,508,735,1055,1331
KCNH8,33,22,67,44,23,58,50,189,284,138
SMTN,334,300,319,349,314,1179,1530,2265,811,4393
NPW,29,13,17,14,35,133,96,91,54,163
PP2D1,7,5,14,6,10,2,7,15,5,14
COA3,752,559,734,892,888,1192,1224,1228,1086,2278
NPB,2,0,1,0,9,2,0,6,6,6
ST6GALNAC3,194,254,558,554,309,507,935,1159,919,2453
PTP4A2,6945,5524,4437,5448,7087,3884,6110,5447,4637,9448
ACTG1,119688,109893,95117,127662,176597,135882,141114,202736,207967,395328
TMPRSS2,346,233,565,336,274,718,969,656,26,1303
DENND5A,2413,2314,2766,2833,2292,1661,1768,3708,4238,5441
OR2T10,0,0,0,0,0,1,0,0,0,0
DSCR4,0,0,0,0,0,0,0,0,1,0
KRTAP20-2,0,0,0,0,0,0,0,0,0,0
CTAG1B,0,0,0,0,0,0,0,0,0,0
DIABLO,1045,1044,1246,1613,1471,1377,1416,1933,1964,3243
VPS33B,489,393,552,599,465,362,398,491,604,843
TBX1,3,3,3,3,5,65,20,52,7,101
ADAP2,59,33,35,8,17,39,55,189,8,128
UQCR10,919,946,1364,1678,1263,1559,1927,1962,1650,3099
FAM120C,220,225,254,280,200,166,196,310,436,440
TREML3P,0,2,0,0,1,0,0,1,5,0
TRIML1,0,0,1,0,0,6,0,0,0,0
EIF3C,12812,10750,14338,15245,17844,10891,13151,14300,10960,30701
CLDN5,16,8,13,12,15,67,1844,765,654,559
LOC100288570,0,0,0,0,0,2,0,0,0,0
NIPSNAP1,2479,2521,4910,4674,3404,2849,4853,4523,4923,9773
OR4F6,0,0,0,0,0,0,0,0,0,0
CNTN2,84,103,108,85,210,886,870,5111,7029,2436
SPRR4,0,0,0,0,0,0,0,0,0,0
LRTOMT,31,68,92,144,131,172,237,257,346,329
OR10J5,0,0,0,0,0,0,0,0,0,0
KCNQ3,68,61,88,64,104,65,41,585,2376,295
ADRA2C,123,224,114,265,187,68,168,20,83,66
NR2C2AP,143,137,250,255,175,172,221,223,262,393
C1QTNF12,12,16,40,12,19,47,42,14,18,113
CRELD2,428,475,490,635,534,524,695,833,691,1379
OR1D2,0,0,0,0,0,0,0,0,0,0
SCFD2,244,256,240,347,341,232,292,387,352,705
UBE2F,839,841,887,1028,1025,659,684,772,658,1297
KCNJ12,40,57,60,100,58,84,70,64,95,236
GPR173,96,88,264,177,147,250,209,663,1919,605
PPP1R2,1310,1432,1126,1659,2173,1386,1656,1877,1551,2582
TSPYL2,408,443,624,580,263,318,296,392,586,880
GOLGA6L4,41,36,89,60,0,32,61,85,284,92
PGP,683,699,1007,989,1201,487,649,642,653,1233
C22orf46,477,434,555,555,565,615,597,993,888,1705
SNRNP35,159,142,256,243,204,295,360,498,417,725
DGAT2L6,0,2,0,1,0,0,0,0,0,0
IRAK1,2160,1489,1470,2144,2369,3487,2449,3025,2067,5463
CMSS1,872,724,808,1227,1331,510,607,927,794,1145
OLIG1,3,3,0,2,1,38,14,55,20,72
C11orf72,524,385,904,475,698,56,65,87,192,149
PCDH9,201,77,58,63,127,350,308,1110,1246,429
ACOT1,22,34,37,29,51,55,129,189,86,222
OAF,2720,1659,462,554,1914,661,1238,974,459,1953
ALDH1A3,911,1549,693,608,842,219,348,281,583,587
CDR1,2,9,26,7,12,2,10,33,41,28
HIST2H2AC,50,37,28,37,45,14,24,24,19,68
KCNK12,378,271,371,290,149,21,30,58,138,76
HIST2H2AB,40,31,7,14,49,18,12,3,2,8
POU6F1,195,209,203,268,311,126,204,491,715,687
DEFB108B,0,0,0,0,0,0,0,1,0,0
TM2D3,295,318,385,466,346,494,563,810,1329,1194
TSSC4,461,456,576,660,854,666,624,701,921,1734
TACSTD2,19,23,86,19,62,4083,846,503,392,2272
CLECL1,0,0,0,0,0,2,0,1,0,11
SIX6,0,0,0,1,0,0,44,2,105,72
PRKD1,112,73,153,148,78,279,454,510,575,892
CCSER1,1,8,14,8,7,80,50,107,237,91
ZDHHC23,220,164,636,337,185,101,99,57,68,99
MROH7,9,6,6,3,3,38,16,7,11,11
OR51J1,0,0,0,0,0,0,0,1,0,0
S100A7A,0,0,0,0,0,2,0,0,0,2
SRPK3,6,22,47,16,12,32,37,17,28,121
GDF3,232,298,142,408,364,9,52,17,39,16
IQCF2,0,0,0,0,0,0,0,0,0,0
SLIT3,3099,2438,470,739,2774,2329,2283,6314,1282,18207
EFNA5,670,521,682,702,952,1002,498,1154,779,1530
MRGPRE,0,0,0,1,0,0,0,0,1,0
KRTAP19-1,0,0,0,0,0,0,0,0,1,0
HIST1H1B,3,15,4,6,10,2,1,2,5,1
SPATA32,0,3,5,2,5,4,1,2,1,0
PKP3,756,478,506,402,1081,3351,1894,651,371,4531
MAP7D2,102,119,156,166,182,169,213,761,863,731
CSF1,774,462,290,272,678,398,378,764,287,1563
COLEC10,2,0,2,1,0,8,28,41,12,204
ACTRT3,65,35,97,74,110,79,88,57,31,194
PLA2G6,165,150,211,230,120,156,150,177,413,371
MAML2,191,218,190,277,437,739,562,1364,866,2041
UMODL1-AS1,0,0,0,0,0,127,9,3,2,35
PABPC1L2B,7,4,8,0,6,5,0,4,32,13
A3GALT2,0,0,0,0,0,0,0,0,1,0
OR4N5,0,0,0,0,0,0,0,0,0,0
SS18L1,263,242,580,467,215,337,315,1148,2584,881
KCND2,286,351,402,377,222,61,119,343,540,462
TOP1MT,626,502,925,805,831,804,739,673,422,1557
COPB2,5407,4895,4681,5717,6204,3463,4329,5082,4147,10588
LRRC19,3,9,12,10,3,148,460,178,5,534
THAP7,305,227,312,378,429,551,556,658,642,1302
KNTC1,1003,1091,2638,1855,773,280,451,969,1034,1096
CCR10,6,5,3,15,15,51,35,76,59,110
NCMAP,13,4,17,7,2,64,135,68,10,181
BPIFC,1,0,0,0,0,5,1,0,0,0
WDR27,132,150,579,270,131,103,63,137,455,176
TXNRD2,519,529,328,496,704,369,424,404,287,876
C1QTNF8,0,0,1,0,0,1,1,0,0,0
OR56A3,0,0,0,0,0,0,0,0,0,0
FOXO4,508,492,834,708,1081,489,693,398,459,1188
POU3F2,19,17,7,24,11,156,240,2375,2959,1638
PTP4A3,293,231,235,168,306,259,1107,451,302,989
FOXD4L1,0,0,2,1,0,3,7,9,18,4
NEU1,108,119,197,186,158,236,240,162,118,578
TMEM255B,35,21,19,25,9,16,15,46,43,71
PROS1,168,167,152,109,77,1203,1753,1469,637,3458
GAST,0,0,0,0,0,5,0,0,0,2
NUTM1,28,9,43,24,37,0,0,1,0,0
HDDC3,222,258,222,342,338,258,330,189,187,526
BEX5,60,29,38,46,31,120,76,169,369,85
ZFP1,213,192,254,251,199,417,509,1029,1407,1035
CEND1,55,69,109,70,33,56,120,206,582,141
C6orf58,0,2,2,0,2,15,4,7,20,1
